frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
9369,36,0,0,292.3,212.2,10.8,10.6
9370,36,0,0,292.9,212.4,12.4,11.5
9371,36,0,0,295.2,213.3,12.8,11.9
9372,36,0,0,297.6,213.4,13.0,12.5
9373,36,0,0,299.6,214.5,13.4,13.0
9374,36,0,0,301.2,215.1,14.9,13.0
9375,36,0,0,304.1,215.5,15.1,13.8
9376,36,0,0,307.1,217.8,14.7,13.5
9377,36,0,0,309.8,218.1,15.6,14.5
9386,36,0,0,338.9,230.4,29.2,22.8
9387,36,0,0,345.2,232.5,30.5,24.5
9388,36,0,0,349.1,234.3,34.0,26.7
9389,36,0,0,356.3,237.4,35.7,27.3
9390,36,0,0,365.4,239.7,37.4,30.6
9391,36,0,0,370.0,243.9,43.8,33.8
9392,36,0,0,382.1,247.0,45.0,37.5
9393,36,0,0,393.3,251.5,51.5,40.5
9394,36,0,0,407.3,260.4,55.8,43.8
9395,36,0,0,420.7,265.0,63.9,49.4
9396,36,0,0,435.3,271.7,76.7,56.6
