frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
6983,24,0,0,592.7,283.1,18.3,13.0
6985,24,0,0,589.5,283.4,19.1,13.2
6994,24,0,0,570.5,281.2,24.3,17.4
6995,24,0,0,568.3,281.0,24.7,17.1
6996,24,0,0,566.7,281.9,23.9,17.0
6997,24,0,0,564.6,280.9,24.0,18.3
7002,24,0,0,552.5,279.3,27.5,20.0
7003,24,0,0,549.1,279.3,29.0,20.3
7004,24,0,0,548.3,279.3,26.9,20.1
7006,24,0,0,542.6,278.9,29.9,20.7
7007,24,0,0,540.5,278.6,30.3,21.1
7008,24,0,0,537.8,278.1,30.8,21.5
7009,24,0,0,535.0,277.9,31.5,21.2
7015,24,0,0,519.9,276.2,35.1,23.4
7016,24,0,0,517.5,275.5,35.9,24.0
7018,24,0,0,512.6,275.6,36.4,24.6
7020,24,0,0,507.6,274.0,37.1,25.3
7023,24,0,0,499.0,273.0,39.1,26.8
7063,24,0,0,0.8,208.6,76.6,75.6
7064,24,0,0,0.0,208.6,40.6,65.4
