frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
3026,7,0,0,390.4,271.7,59.5,42.8
3028,7,0,0,364.4,257.0,46.8,32.4
3029,7,0,0,355.4,252.6,41.6,28.7
3034,7,0,0,324.6,235.7,27.2,18.8
3035,7,0,0,320.0,233.5,26.1,17.5
3037,7,0,0,312.4,228.5,22.6,16.0
3043,7,0,0,295.0,219.5,16.2,11.1
3044,7,0,0,293.0,218.8,15.4,11.3
3045,7,0,0,290.6,218.2,15.0,10.9
3046,7,0,0,288.8,216.7,13.7,10.7
3047,7,0,0,286.4,215.3,13.7,9.9
3048,7,0,0,283.9,215.1,12.9,9.2
3049,7,0,0,282.5,214.1,12.9,9.6
3050,7,0,0,282.0,213.9,11.1,9.5
