frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
11636,47,0,0,630.1,286.0,9.9,11.4
11639,47,0,0,628.7,284.3,9.8,10.2
11640,47,0,0,627.4,286.6,11.1,10.6
11641,47,0,0,627.4,286.8,10.8,10.2
11642,47,0,0,626.3,284.6,11.8,10.3
11643,47,0,0,625.6,285.0,11.3,9.8
11644,47,0,0,625.2,285.1,11.3,10.2
11645,47,0,0,623.8,286.5,10.9,9.3
11646,47,0,0,623.4,286.0,11.3,10.0
11647,47,0,0,622.8,286.0,11.1,10.5
11648,47,0,0,622.3,286.3,11.2,9.9
11649,47,0,0,621.5,283.2,11.4,11.8
11650,47,0,0,619.7,284.0,11.3,11.1
11661,47,0,0,608.7,283.7,13.8,12.3
11666,47,0,0,603.6,284.1,14.8,13.3
11667,47,0,0,602.6,284.6,15.4,13.0
11673,47,0,0,595.6,283.2,17.0,13.9
11674,47,0,0,594.7,282.5,17.3,13.8
11675,47,0,0,593.9,281.5,17.2,13.0
11676,47,0,0,592.7,281.4,17.1,12.8
11677,47,0,0,591.0,282.3,17.4,13.4
11678,47,0,0,589.9,283.3,18.2,12.6
11679,47,0,0,589.3,282.0,18.4,13.9
11680,47,0,0,588.3,281.7,19.2,13.9
11681,47,0,0,587.3,281.6,19.4,14.1
11682,47,0,0,585.8,280.3,19.1,15.3
11683,47,0,0,584.4,281.7,19.3,14.8
11684,47,0,0,583.3,283.3,18.9,14.2
11685,47,0,0,582.2,281.2,19.4,15.7
11686,47,0,0,581.1,281.2,18.9,14.1
11687,47,0,0,579.9,281.6,17.7,15.2
11688,47,0,0,578.6,281.4,19.8,16.9
11693,47,0,0,572.2,279.8,20.7,18.1
11694,47,0,0,571.5,279.5,20.2,18.6
11695,47,0,0,570.2,278.7,21.4,19.1
11696,47,0,0,568.8,278.7,21.6,18.6
11697,47,0,0,567.2,278.6,22.8,18.5
11698,47,0,0,565.3,278.5,22.4,19.4
11699,47,0,0,565.0,280.7,21.5,18.2
11700,47,0,0,564.0,281.2,22.2,17.4
11701,47,0,0,562.7,278.5,24.1,18.6
11702,47,0,0,561.6,281.2,22.8,16.6
11703,47,0,0,560.9,281.1,22.5,17.6
11704,47,0,0,560.7,282.5,21.6,16.4
11705,47,0,0,560.7,278.5,21.3,19.4
11706,47,0,0,559.6,279.3,21.7,18.7
11707,47,0,0,558.5,279.9,21.5,18.3
11708,47,0,0,558.2,278.6,21.5,19.6
11709,47,0,0,558.2,278.8,21.6,20.2
11710,47,0,0,557.8,279.7,21.2,20.5
11711,47,0,0,559.6,277.7,19.9,20.3
11716,47,0,0,557.7,278.6,21.0,19.3
11717,47,0,0,559.0,276.7,19.6,21.5
11729,47,0,0,557.8,277.0,19.1,21.9
11730,47,0,0,557.3,278.0,17.8,20.2
11731,47,0,0,558.8,277.4,17.8,21.2
11732,47,0,0,559.6,277.9,17.1,20.8
11738,47,0,0,557.1,276.2,19.5,21.5
11783,47,0,0,556.7,280.7,18.6,18.5
11784,47,0,0,556.2,283.9,18.7,15.8
11785,47,0,0,555.7,282.0,18.7,16.5
11786,47,0,0,555.2,284.2,16.7,13.6
11787,47,0,0,555.1,283.3,17.3,14.8
11788,47,0,0,555.6,280.4,19.5,19.0
11789,47,0,0,555.4,279.0,20.4,20.6
11790,47,0,0,555.6,278.6,19.6,20.3
11791,47,0,0,555.0,277.9,20.5,20.4
11792,47,0,0,554.5,277.7,21.8,20.6
11793,47,0,0,553.6,278.1,22.2,21.5
11794,47,0,0,552.8,280.0,22.1,20.0
11795,47,0,0,554.1,278.1,21.0,21.1
11796,47,0,0,552.0,277.9,22.2,20.7
11797,47,0,0,551.4,279.1,22.5,19.5
11798,47,0,0,552.0,276.5,22.8,22.5
11799,47,0,0,550.2,278.8,24.6,21.1
11800,47,0,0,550.0,279.0,23.5,20.8
11801,47,0,0,549.5,278.2,23.9,20.5
11802,47,0,0,548.9,276.7,24.8,21.5
11803,47,0,0,547.0,280.0,25.8,19.1
11804,47,0,0,546.6,278.7,26.4,21.6
11805,47,0,0,544.9,279.1,27.7,20.7
11806,47,0,0,545.1,278.9,27.2,20.2
11807,47,0,0,544.2,277.5,28.7,21.7
11808,47,0,0,543.8,277.6,29.1,21.8
11809,47,0,0,542.8,277.5,28.9,22.6
11810,47,0,0,542.5,278.3,28.5,21.4
11812,47,0,0,540.7,278.2,28.4,20.9
11818,47,0,0,533.5,276.5,30.8,22.5
11819,47,0,0,531.6,276.0,32.3,23.2
11820,47,0,0,532.4,276.7,30.9,23.3
11821,47,0,0,530.7,276.9,31.9,22.9
11822,47,0,0,529.2,276.2,32.2,24.2
11823,47,0,0,528.6,275.6,30.9,24.1
11828,47,0,0,521.2,275.9,32.3,23.7
11829,47,0,0,518.0,275.4,34.3,24.2
11830,47,0,0,515.9,273.3,36.5,26.2
11831,47,0,0,513.9,273.7,36.6,26.8
11832,47,0,0,511.5,273.0,37.8,26.7
11835,47,0,0,502.1,270.6,41.4,28.0
11874,47,0,0,318.3,228.6,31.5,21.8
11875,47,0,0,315.9,227.1,33.0,22.3
