frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
981,3,0,0,367.5,262.2,51.6,36.1
982,3,0,0,357.0,255.8,46.1,32.7
985,3,0,0,335.2,241.3,32.8,24.4
987,3,0,0,325.2,236.1,26.6,20.1
989,3,0,0,315.5,231.8,24.1,16.8
990,3,0,0,312.2,229.4,22.3,15.8
991,3,0,0,307.3,226.8,22.3,16.2
992,3,0,0,305.7,225.5,19.5,14.8
993,3,0,0,302.1,224.1,19.1,14.5
994,3,0,0,298.6,223.0,18.5,12.5
996,3,0,0,293.6,219.4,16.2,12.0
997,3,0,0,291.5,218.8,15.4,11.9
998,3,0,0,288.6,217.7,16.1,11.2
999,3,0,0,287.3,216.6,13.8,10.9
1000,3,0,0,285.2,214.7,14.5,10.9
1001,3,0,0,283.5,214.3,12.4,9.8
1002,3,0,0,281.3,213.7,12.7,9.5
1003,3,0,0,279.9,213.9,11.6,8.8
