frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
6120,23,0,0,489.9,248.8,64.2,44.4
6121,23,0,0,491.9,248.6,63.7,44.5
6122,23,0,0,493.9,249.7,64.5,43.0
6123,23,0,0,499.7,250.7,60.7,42.7
6124,23,0,0,503.4,253.3,58.7,39.9
6133,23,0,0,535.5,260.7,47.2,32.0
6134,23,0,0,540.1,260.7,45.4,32.5
6135,23,0,0,544.3,262.4,41.0,31.2
6140,23,0,0,558.1,262.9,37.5,31.3
6141,23,0,0,562.2,264.9,33.5,29.9
6142,23,0,0,562.5,264.9,36.5,29.8
6143,23,0,0,563.6,265.3,36.6,29.7
6144,23,0,0,564.7,266.0,36.0,28.5
6145,23,0,0,569.2,266.4,34.5,27.9
6146,23,0,0,570.3,266.6,34.0,27.4
6147,23,0,0,572.1,267.0,34.6,26.4
6148,23,0,0,574.6,267.7,32.2,26.5
6149,23,0,0,575.0,268.9,33.4,25.1
6150,23,0,0,579.9,268.8,29.6,24.8
6151,23,0,0,580.6,268.7,29.2,24.4
6152,23,0,0,583.4,269.2,28.2,23.9
6153,23,0,0,585.6,269.6,27.4,25.4
6154,23,0,0,586.1,269.8,27.2,24.3
6155,23,0,0,589.5,271.2,25.0,22.0
6156,23,0,0,589.6,270.7,26.3,23.0
6166,23,0,0,605.1,274.1,20.3,19.0
6167,23,0,0,606.8,274.4,19.6,18.9
6168,23,0,0,607.6,274.4,19.5,18.9
6173,23,0,0,612.5,275.3,19.8,17.7
6174,23,0,0,613.9,275.9,19.6,17.9
