frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
17933,74,0,0,334.3,239.9,39.5,27.6
17935,74,0,0,325.2,233.4,32.5,24.0
17936,74,0,0,319.9,231.2,30.8,22.0
17937,74,0,0,318.1,229.6,26.9,19.8
17938,74,0,0,316.2,226.8,23.0,20.4
17939,74,0,0,312.0,224.6,22.6,18.9
17940,74,0,0,307.2,223.0,22.5,17.7
17941,74,0,0,304.0,222.8,22.3,16.5
17942,74,0,0,301.5,221.6,20.8,15.7
17943,74,0,0,298.8,219.4,19.7,15.0
17944,74,0,0,296.1,218.6,19.0,13.4
17945,74,0,0,294.1,217.9,17.6,13.0
17946,74,0,0,292.6,216.6,16.4,13.0
17947,74,0,0,290.2,215.6,15.9,12.7
17948,74,0,0,288.9,214.5,14.9,12.7
17949,74,0,0,285.9,213.8,14.8,11.2
17950,74,0,0,285.1,213.3,12.9,10.2
17951,74,0,0,284.0,213.7,11.4,9.1
17952,74,0,0,280.9,212.4,13.2,10.0
17953,74,0,0,280.0,211.3,11.9,9.7
17954,74,0,0,278.2,210.7,11.5,9.6
