frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
2855,6,0,0,386.1,265.8,88.4,64.4
2856,6,0,0,376.5,261.3,74.2,52.8
2857,6,0,0,363.5,253.5,60.9,47.5
2858,6,0,0,357.8,248.8,51.5,41.0
2859,6,0,0,348.3,245.4,46.0,35.2
2860,6,0,0,339.9,241.7,46.0,32.1
2861,6,0,0,337.3,238.8,38.0,27.2
2862,6,0,0,330.0,235.4,36.8,26.6
2863,6,0,0,326.1,232.8,34.2,25.0
2864,6,0,0,322.7,231.2,30.9,22.5
2865,6,0,0,319.5,228.4,27.9,22.6
2866,6,0,0,316.2,227.3,26.0,19.7
2867,6,0,0,310.6,224.9,26.7,19.9
2868,6,0,0,310.3,223.1,21.8,18.2
2869,6,0,0,306.6,222.0,21.3,17.8
2870,6,0,0,304.3,220.2,20.2,16.6
2875,6,0,0,291.9,215.7,15.7,13.1
2876,6,0,0,289.1,214.6,16.1,13.5
2877,6,0,0,287.4,213.8,15.2,13.0
2878,6,0,0,284.3,213.0,15.4,12.2
2883,6,0,0,276.8,211.2,11.9,9.0
2884,6,0,0,275.0,209.4,11.6,10.0
2885,6,0,0,273.9,208.6,10.6,9.7
