frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
11647,48,0,0,548.4,289.3,15.7,11.0
11673,48,0,0,505.4,284.2,23.5,18.1
11705,48,0,0,504.3,283.2,21.2,18.4
11706,48,0,0,504.5,280.4,22.5,21.6
11707,48,0,0,504.9,282.8,22.1,18.7
11708,48,0,0,505.8,281.3,21.3,19.5
11732,48,0,0,510.6,278.8,22.0,24.1
11733,48,0,0,511.1,279.7,19.1,21.3
11738,48,0,0,511.4,279.7,21.9,21.4
11739,48,0,0,511.1,279.4,30.1,22.0
11740,48,0,0,512.0,280.2,16.4,22.0
11741,48,0,0,511.3,280.1,23.3,22.3
11742,48,0,0,511.4,279.6,20.6,22.9
11743,48,0,0,510.7,279.4,20.8,22.7
11753,48,0,0,513.1,279.4,16.6,22.6
11754,48,0,0,511.8,280.0,16.7,21.7
11759,48,0,0,512.6,278.9,16.7,22.6
11768,48,0,0,512.3,279.3,17.4,23.5
11769,48,0,0,511.1,282.3,21.6,19.7
11779,48,0,0,508.4,278.3,20.3,24.4
11786,48,0,0,499.0,280.8,24.1,19.9
11787,48,0,0,496.9,280.3,22.2,21.4
11788,48,0,0,495.6,278.7,22.9,24.3
11789,48,0,0,491.8,278.2,25.5,25.3
11790,48,0,0,489.1,282.6,27.7,20.2
11791,48,0,0,487.4,283.7,27.3,18.2
