frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
16407,70,0,0,289.7,199.1,59.0,46.3
16408,70,0,0,291.0,197.7,61.3,49.5
16409,70,0,0,293.7,198.8,64.2,51.8
16410,70,0,0,301.6,199.4,64.8,55.0
16411,70,0,0,304.6,200.5,67.6,56.2
16412,70,0,0,307.9,201.2,70.7,59.4
16413,70,0,0,308.2,199.8,79.0,63.2
16414,70,0,0,307.2,201.2,90.4,66.9
16415,70,0,0,318.7,201.5,90.2,71.7
16416,70,0,0,318.2,202.0,104.4,81.4
16417,70,0,0,320.0,201.3,114.9,88.1
16418,70,0,0,327.7,203.5,130.1,97.9
16419,70,0,0,330.5,202.9,145.0,111.1
16420,70,0,0,345.1,203.4,145.5,120.0
16421,70,0,0,346.5,204.6,183.1,139.5
16422,70,0,0,360.7,202.7,215.9,159.6
16423,70,0,0,360.3,208.4,260.9,179.5
16424,70,0,0,366.3,208.4,266.5,215.9
16429,70,0,0,435.8,215.7,202.8,209.9
16430,70,0,0,467.5,218.5,172.4,170.9
16431,70,0,0,500.2,222.0,139.6,195.7
16432,70,0,0,538.9,227.9,100.8,206.2
