frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
9966,40,0,0,281.4,209.2,12.5,9.4
9968,40,0,0,286.0,210.7,11.4,9.2
9969,40,0,0,287.2,210.7,12.4,9.9
9970,40,0,0,289.2,211.3,12.0,10.4
9971,40,0,0,290.2,211.4,13.8,10.7
9972,40,0,0,292.5,212.2,13.4,11.3
9973,40,0,0,294.4,213.3,13.9,11.3
9974,40,0,0,296.1,213.7,14.6,11.8
9975,40,0,0,298.3,214.3,14.7,12.8
9976,40,0,0,299.6,215.4,15.8,12.5
9977,40,0,0,302.8,215.2,15.9,14.6
9978,40,0,0,304.1,215.5,17.5,15.4
9983,40,0,0,316.2,221.4,23.1,17.9
9984,40,0,0,319.1,222.7,24.6,18.5
9985,40,0,0,323.1,223.5,24.9,19.6
9986,40,0,0,326.8,225.5,25.2,20.3
9987,40,0,0,330.6,227.2,27.3,20.3
9988,40,0,0,336.4,229.2,27.2,21.2
9989,40,0,0,338.8,230.9,30.9,23.0
9990,40,0,0,345.2,232.1,30.7,24.6
9991,40,0,0,349.9,234.3,34.0,26.1
9992,40,0,0,356.3,238.7,36.1,26.9
9993,40,0,0,363.1,240.3,39.1,30.0
9994,40,0,0,370.1,243.2,43.5,32.8
9995,40,0,0,380.2,245.9,44.8,37.0
9996,40,0,0,390.3,250.7,49.3,39.4
9997,40,0,0,402.4,255.7,55.9,44.0
9998,40,0,0,414.3,263.3,63.0,45.2
9999,40,0,0,429.4,270.2,72.3,49.3
10000,40,0,0,444.5,276.1,86.5,67.7
10001,40,0,0,462.3,286.3,103.5,74.0
10002,40,0,0,497.5,299.5,112.5,85.9
10003,40,0,0,528.7,314.3,111.3,97.5
