xmin,ymin,xmax,ymax,score,label
567.7078247070312,281.14141845703125,592.3184814453125,299.4759521484375,0.8718874454498291,3
500.4122009277344,274.61480712890625,545.06591796875,301.8206787109375,0.8245643973350525,3
617.419677734375,285.1250305175781,630.1178588867188,297.34295654296875,0.6963377594947815,8
501.1808776855469,274.3263854980469,551.4869384765625,302.6089782714844,0.6152737736701965,8
538.1366577148438,283.2014465332031,555.56884765625,301.77349853515625,0.5255985856056213,3
617.7496337890625,287.7488708496094,629.4959106445312,297.2721862792969,0.5063275098800659,3
524.381103515625,278.0126953125,554.0949096679688,301.7042236328125,0.29365280270576477,3
567.3551635742188,281.1563415527344,594.6516723632812,299.3206481933594,0.24195808172225952,8
534.983154296875,277.76300048828125,554.5427856445312,301.0254821777344,0.21505099534988403,8
239.30572509765625,197.97622680664062,247.50782775878906,210.44720458984375,0.11950616538524628,3
617.9321899414062,284.9061279296875,629.593017578125,293.81146240234375,0.11711335927248001,3
239.83741760253906,195.9971160888672,246.6895751953125,203.8051300048828,0.08473615348339081,3
538.695556640625,279.5270080566406,551.2451782226562,297.6242980957031,0.051707711070775986,3
