xmin,ymin,xmax,ymax,score,label
387.9733581542969,246.1399688720703,500.29754638671875,315.1289978027344,0.9931071400642395,8
396.9727783203125,249.2428436279297,445.642822265625,294.2090148925781,0.27935895323753357,8
372.44171142578125,254.1571502685547,405.0145568847656,271.3873596191406,0.23833267390727997,3
363.1288146972656,251.07958984375,415.1593322753906,269.21746826171875,0.16921134293079376,3
396.4188537597656,249.92474365234375,428.9268493652344,263.2532653808594,0.1592947095632553,3
370.48895263671875,249.3805694580078,432.30560302734375,274.73443603515625,0.13604265451431274,8
396.1217956542969,250.44544982910156,436.2116394042969,287.0602722167969,0.09388942271471024,3
389.6980895996094,252.0050506591797,431.3712463378906,268.2663269042969,0.08571423590183258,3
374.8056640625,249.51954650878906,439.5836181640625,271.4695129394531,0.062048740684986115,3
364.4569091796875,251.8194122314453,404.5696105957031,270.6208190917969,0.05787837132811546,8
397.7263488769531,250.97879028320312,425.6863708496094,275.733642578125,0.05325284227728844,3
