xmin,ymin,xmax,ymax,score,label
458.3529968261719,270.5293884277344,520.3873291015625,301.1673583984375,0.9420700073242188,3
559.633056640625,277.8517150878906,576.73779296875,298.6678161621094,0.9120311141014099,3
510.55560302734375,278.7690124511719,532.5269775390625,302.9187927246094,0.8900608420372009,3
525.8948974609375,277.8460693359375,559.1198120117188,300.55316162109375,0.8019412755966187,3
286.7424621582031,209.41265869140625,302.28759765625,221.59654235839844,0.6629891395568848,3
286.8927307128906,209.06283569335938,302.3110656738281,221.6605987548828,0.5526970624923706,8
542.8310546875,279.32672119140625,559.5411987304688,299.79327392578125,0.4659099876880646,3
523.4845581054688,280.7161865234375,544.8670654296875,301.6723937988281,0.38056379556655884,3
504.22747802734375,280.00567626953125,547.32470703125,302.7807312011719,0.30967065691947937,3
525.6395263671875,276.99786376953125,561.9971923828125,300.71337890625,0.2488563507795334,8
458.4878845214844,270.7394104003906,522.1613159179688,301.4237365722656,0.24104496836662292,8
499.8692321777344,274.9433288574219,522.43603515625,301.2190246582031,0.22699490189552307,3
559.6290893554688,277.45928955078125,576.829833984375,299.43359375,0.15332166850566864,8
487.57427978515625,273.9768371582031,518.3639526367188,299.874755859375,0.13233964145183563,3
553.7840576171875,279.8317565917969,564.9337768554688,298.7774963378906,0.11085087805986404,3
281.22418212890625,190.9825439453125,295.5374755859375,199.02655029296875,0.10271976888179779,3
500.40582275390625,273.00775146484375,518.6892700195312,300.2831115722656,0.09076032787561417,8
508.0833740234375,276.10479736328125,531.8195190429688,302.1545715332031,0.067598357796669,8
542.4297485351562,278.7200012207031,559.7972412109375,299.9633483886719,0.05789858475327492,8
545.2037963867188,277.58984375,575.6858520507812,299.8834228515625,0.053186751902103424,3
