xmin,ymin,xmax,ymax,score,label
556.6661987304688,279.1727600097656,585.6604614257812,298.9861145019531,0.8930989503860474,3
633.54931640625,286.85675048828125,640.0,295.8925476074219,0.8445809483528137,3
598.6493530273438,282.8689270019531,615.9156494140625,295.7055969238281,0.8294164538383484,3
579.0516967773438,289.7369079589844,589.8968505859375,298.6105041503906,0.35833612084388733,3
556.5933837890625,278.6176452636719,586.9635009765625,298.6825256347656,0.25453469157218933,8
598.3101196289062,282.8832702636719,615.98974609375,296.5408935546875,0.23378980159759521,8
631.9439086914062,286.8417663574219,640.0,302.2846374511719,0.09458361566066742,3
235.84329223632812,194.7869873046875,243.1247100830078,205.35191345214844,0.09033220261335373,3
568.4644775390625,280.0572204589844,587.2587890625,297.24920654296875,0.07715145498514175,3
575.5730590820312,282.0390930175781,589.462890625,297.7564697265625,0.06599000841379166,3
590.5535278320312,295.45556640625,606.1287841796875,308.217529296875,0.0611264631152153,3
