xmin,ymin,xmax,ymax,score,label
450.72900390625,269.0821838378906,511.91558837890625,299.43804931640625,0.8826796412467957,3
562.663818359375,278.5052185058594,586.7839965820312,297.1478271484375,0.8713472485542297,3
525.0042114257812,274.1596984863281,558.9038696289062,299.0185852050781,0.7501742243766785,8
504.79559326171875,283.0460510253906,526.2760009765625,300.6534729003906,0.665077805519104,3
259.1666259765625,199.3162078857422,268.6705017089844,207.60275268554688,0.5228639841079712,3
452.4084777832031,268.5171203613281,520.406005859375,300.5425109863281,0.47475138306617737,8
524.8470458984375,274.6301574707031,557.101806640625,298.6668701171875,0.4391460418701172,3
502.625,273.2749328613281,522.9075317382812,299.3634033203125,0.39394915103912354,8
508.61944580078125,274.9647521972656,524.0222778320312,299.050048828125,0.36360201239585876,3
514.2149047851562,284.9598083496094,526.8536376953125,300.1304626464844,0.2981196939945221,3
562.9902954101562,277.358154296875,587.6502685546875,297.18414306640625,0.29370924830436707,8
496.9655456542969,273.2952880859375,523.1497192382812,299.9537353515625,0.21439415216445923,3
562.547607421875,282.7471923828125,579.0263671875,295.7586364746094,0.1693599969148636,3
498.263427734375,271.5332336425781,514.507568359375,296.9974670410156,0.15583790838718414,8
545.8489379882812,278.8908996582031,557.750244140625,297.83795166015625,0.1514774113893509,3
503.8512878417969,290.8543395996094,522.7958374023438,300.7572021484375,0.15088996291160583,3
510.841064453125,273.9346923828125,521.1821899414062,291.84320068359375,0.14814922213554382,3
517.7696533203125,280.92694091796875,528.2053833007812,293.35345458984375,0.09748968482017517,3
590.4500732421875,293.1864318847656,613.1777954101562,307.21490478515625,0.07612740248441696,3
501.1769714355469,273.3650817871094,515.7799072265625,296.29742431640625,0.0663355216383934,3
509.5096740722656,277.5389099121094,551.2323608398438,300.5697326660156,0.057997506111860275,3
544.681884765625,277.37322998046875,557.496826171875,297.71942138671875,0.05282565578818321,8
