xmin,ymin,xmax,ymax,score,label
603.6126098632812,284.0726623535156,618.44580078125,297.328857421875,0.8893665075302124,3
547.881103515625,279.7389831542969,576.8984375,299.33160400390625,0.8706731796264648,3
467.1046447753906,270.6684265136719,524.94287109375,301.80340576171875,0.8248845934867859,8
512.9027709960938,286.59320068359375,533.68701171875,302.42987060546875,0.7610256671905518,3
465.14764404296875,270.5696716308594,520.7373657226562,301.666259765625,0.6787214279174805,3
510.6307678222656,276.9701843261719,533.1806640625,301.9071960449219,0.4047015309333801,8
548.703857421875,278.65283203125,578.579833984375,298.8337707519531,0.3312923312187195,8
508.50927734375,273.9068908691406,521.7392578125,296.90545654296875,0.2807391285896301,8
557.99609375,279.9703063964844,578.2625122070312,294.3777770996094,0.2303074449300766,3
603.9375,283.4696044921875,619.0420532226562,297.4090576171875,0.16860254108905792,8
547.2048950195312,286.0030212402344,569.447265625,299.1819763183594,0.10946074873209,3
490.9347839355469,274.8095703125,533.1312255859375,302.42547607421875,0.09264656156301498,8
494.6137390136719,277.2883605957031,533.2158203125,302.9410095214844,0.0809967964887619,3
557.6099853515625,278.9542236328125,570.6463012695312,287.0909423828125,0.08089554309844971,3
524.7832641601562,288.8790283203125,534.7062377929688,301.7337341308594,0.06364463269710541,3
569.6932983398438,281.2118835449219,579.1491088867188,290.978271484375,0.05665566027164459,3
