xmin,ymin,xmax,ymax,score,label
335.2232360839844,219.6647186279297,365.4590759277344,249.6630401611328,0.9343658685684204,8
322.8664855957031,222.546875,340.7860412597656,242.78526306152344,0.6278650164604187,8
316.51470947265625,228.17709350585938,328.4563293457031,238.41104125976562,0.39824509620666504,3
310.4002990722656,226.8314666748047,317.4092102050781,233.8775177001953,0.3308132588863373,3
317.7483215332031,219.9947509765625,359.4669494628906,247.1405792236328,0.2874424159526825,8
319.36981201171875,223.60360717773438,340.301513671875,241.4652862548828,0.20245227217674255,3
315.62652587890625,224.35760498046875,330.4484558105469,238.2118377685547,0.16058793663978577,8
337.8464660644531,219.2374725341797,365.64447021484375,247.83770751953125,0.10449033230543137,6
339.13262939453125,220.5956573486328,365.40777587890625,250.18667602539062,0.09800459444522858,3
315.00396728515625,227.23683166503906,325.82427978515625,234.77725219726562,0.07026413083076477,3
314.5351257324219,224.1584014892578,328.70550537109375,236.39805603027344,0.057674773037433624,3
