xmin,ymin,xmax,ymax,score,label
558.9861450195312,281.2341613769531,589.6995239257812,299.3453674316406,0.9337871670722961,3
634.5889282226562,288.7349548339844,640.0,296.128662109375,0.7105209827423096,3
599.6387939453125,284.6466979980469,617.48583984375,297.42022705078125,0.6955402493476868,3
600.069091796875,284.1232604980469,617.37451171875,297.7917175292969,0.3809109032154083,8
590.6865234375,295.384765625,606.9315185546875,309.351318359375,0.24771656095981598,3
559.7518920898438,281.15869140625,589.7091674804688,299.49029541015625,0.1592962145805359,8
598.7657470703125,288.92193603515625,611.872314453125,297.64385986328125,0.13604018092155457,3
582.9474487304688,289.8976745605469,593.8864135742188,299.2734069824219,0.10763181000947952,3
606.54345703125,289.4933166503906,616.66259765625,298.5108642578125,0.07019250839948654,3
236.3453826904297,195.17066955566406,244.41307067871094,205.0543670654297,0.05840479955077171,3
601.63427734375,284.34649658203125,615.0704956054688,293.210205078125,0.05542087182402611,3
