xmin,ymin,xmax,ymax,score,label
0.0,209.06393432617188,112.19309997558594,290.2486267089844,0.991141676902771,8
110.86043548583984,232.1217803955078,222.9842071533203,300.4463195800781,0.8587288856506348,8
525.1135864257812,279.1719970703125,555.9467163085938,299.2177429199219,0.7736127376556396,3
465.9508361816406,269.4322204589844,513.524169921875,300.7251892089844,0.6934152245521545,3
466.7321472167969,270.50341796875,513.7452392578125,300.69378662109375,0.6843198537826538,8
525.8713989257812,275.3742370605469,558.0867919921875,299.1458740234375,0.6791549324989319,8
0.42334121465682983,209.91139221191406,39.7336540222168,281.7261657714844,0.3539303243160248,3
0.22517049312591553,209.16552734375,40.22245788574219,282.2800598144531,0.15277472138404846,8
102.4482650756836,267.2493591308594,137.28831481933594,289.65606689453125,0.14164331555366516,3
45.92485046386719,211.41708374023438,216.88365173339844,299.379638671875,0.08001245558261871,8
535.5494995117188,274.57830810546875,556.7887573242188,293.0337219238281,0.07006970047950745,3
0.8509423136711121,210.59788513183594,110.52836608886719,289.66064453125,0.06390252709388733,3
509.45697021484375,274.74560546875,520.0574951171875,290.0930480957031,0.061259862035512924,3
508.6783142089844,273.8989562988281,520.0831909179688,290.36297607421875,0.059944652020931244,8
