xmin,ymin,xmax,ymax,score,label
453.3333435058594,269.4424743652344,521.8951416015625,301.08734130859375,0.8198258280754089,8
523.5988159179688,276.04327392578125,555.8788452148438,300.2852478027344,0.8131749033927917,8
555.0453491210938,286.51995849609375,573.2843017578125,298.8899841308594,0.8014927506446838,3
558.194091796875,277.0513610839844,576.2037353515625,297.6638488769531,0.7469475865364075,8
504.9275817871094,278.2440185546875,526.8240356445312,301.8875427246094,0.6745777130126953,3
502.1215515136719,276.5082092285156,526.5767211914062,301.25787353515625,0.5930714011192322,8
522.1016845703125,278.4186096191406,554.121337890625,300.4927062988281,0.5675246715545654,3
513.5728759765625,283.0609436035156,527.3914794921875,301.7362365722656,0.532180905342102,3
454.1781005859375,270.93621826171875,517.5835571289062,301.5306396484375,0.5151550769805908,3
557.7991333007812,280.31378173828125,575.5336303710938,297.9687805175781,0.4521932005882263,3
567.7463989257812,287.9308776855469,577.9237060546875,298.1509094238281,0.3009328842163086,3
486.91632080078125,273.2136535644531,524.3226928710938,301.584228515625,0.2293706089258194,8
540.640380859375,275.3589172363281,574.337158203125,299.0860595703125,0.1487446129322052,8
499.533447265625,273.2828063964844,514.4638061523438,298.7669372558594,0.12099292874336243,8
512.8942260742188,283.1314697265625,544.4173583984375,301.12799072265625,0.11812977492809296,3
491.17657470703125,277.9451904296875,536.8352661132812,301.8561706542969,0.09445741772651672,3
558.0838012695312,277.6121520996094,574.5069580078125,296.0556945800781,0.09129594266414642,6
555.754150390625,284.1380310058594,573.0476684570312,298.4293518066406,0.08577568829059601,8
517.946533203125,282.8100280761719,533.8605346679688,301.2856750488281,0.06419261544942856,3
