xmin,ymin,xmax,ymax,score,label
436.40625,266.0040588378906,490.7131042480469,298.5142517089844,0.9002642035484314,3
255.0876922607422,196.1820526123047,269.6210021972656,209.41636657714844,0.8257290124893188,8
242.92486572265625,195.80780029296875,268.7238464355469,209.6446075439453,0.6402834057807922,8
238.77105712890625,198.67433166503906,259.415771484375,210.3071746826172,0.3323572874069214,8
238.0148468017578,198.48109436035156,257.82049560546875,211.2349853515625,0.328762024641037,3
237.53622436523438,200.2440948486328,247.8834991455078,211.9445037841797,0.2480468899011612,3
434.2462463378906,265.8838806152344,491.61212158203125,298.6335754394531,0.17959189414978027,8
240.61033630371094,196.86671447753906,262.994140625,208.70921325683594,0.1362437754869461,6
257.3266296386719,196.13441467285156,269.80572509765625,208.22425842285156,0.11600662022829056,3
255.1748809814453,195.9241180419922,269.4535217285156,208.6955108642578,0.11047092080116272,6
236.6780242919922,198.66683959960938,246.01568603515625,207.2472381591797,0.0913485512137413,3
245.37928771972656,200.84140014648438,257.5185241699219,209.1070098876953,0.08592935651540756,8
242.46145629882812,195.1343231201172,264.30889892578125,208.9943389892578,0.07560554891824722,3
245.5753173828125,200.73297119140625,257.3977355957031,208.9443359375,0.06344129145145416,6
