xmin,ymin,xmax,ymax,score,label
258.27374267578125,201.5463104248047,265.1013488769531,207.07913208007812,0.892650306224823,3
236.41458129882812,198.4228973388672,249.0508270263672,209.19960021972656,0.8175742626190186,3
256.154052734375,203.2254180908203,265.9022216796875,208.45252990722656,0.5439242720603943,3
248.22329711914062,194.23080444335938,263.5071716308594,206.9053192138672,0.5003028512001038,8
229.47714233398438,197.40257263183594,248.30795288085938,210.8426971435547,0.37546706199645996,3
248.35678100585938,194.3223419189453,262.79461669921875,206.6017608642578,0.34520381689071655,3
237.95652770996094,191.55857849121094,252.65025329589844,206.4071807861328,0.2542503774166107,8
237.91290283203125,195.60604858398438,251.27549743652344,205.6136474609375,0.2252858281135559,3
254.46998596191406,197.8988037109375,266.05706787109375,208.03684997558594,0.15592175722122192,3
233.4538116455078,197.70399475097656,249.2559051513672,210.68896484375,0.13075940310955048,8
249.78482055664062,199.59719848632812,261.80029296875,206.5693817138672,0.12286890298128128,8
257.09033203125,201.6065673828125,265.02789306640625,206.83078002929688,0.11041444540023804,8
249.67495727539062,199.7811279296875,261.9049987792969,206.62249755859375,0.08082421123981476,3
252.8185272216797,198.47439575195312,265.5278625488281,208.21102905273438,0.08033709973096848,8
255.90890502929688,203.2005157470703,265.781494140625,208.48245239257812,0.06354423612356186,8
231.21401977539062,197.57708740234375,243.8505859375,207.5271453857422,0.05955735594034195,3
240.6988983154297,191.94943237304688,259.45196533203125,205.53363037109375,0.05296662822365761,3
256.5189208984375,199.20974731445312,264.5647888183594,205.7322998046875,0.051216647028923035,3
