frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
12074,57,-1,-1,289.3,215.8,16.7,13.6
12075,57,-1,-1,286.4,214.7,17.2,13.2
12076,57,-1,-1,284.4,214.1,16.9,12.3
12077,57,-1,-1,284.0,213.1,14.5,11.7
12078,57,-1,-1,282.7,212.4,13.7,11.4
12079,57,-1,-1,280.8,211.9,13.7,11.5
12080,57,-1,-1,280.3,211.8,12.5,9.8
12081,57,-1,-1,278.4,211.3,11.6,9.4
12082,57,-1,-1,275.9,208.9,12.3,10.1
12083,57,-1,-1,273.7,209.5,12.6,9.0
12084,57,-1,-1,273.5,208.8,11.5,9.7
12085,57,-1,-1,271.5,208.3,11.8,9.1
