frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
6964,27,-1,-1,621.2,286.2,12.7,10.7
6965,27,-1,-1,620.4,286.5,11.5,10.9
6966,27,-1,-1,618.9,285.9,12.7,11.2
6967,27,-1,-1,617.6,285.1,13.0,11.7
6968,27,-1,-1,616.2,285.3,13.3,11.2
6969,27,-1,-1,615.2,285.1,13.7,11.4
6970,27,-1,-1,612.8,285.4,14.8,11.9
6971,27,-1,-1,612.0,285.3,14.8,12.3
6972,27,-1,-1,611.2,285.4,13.9,11.8
6973,27,-1,-1,609.4,284.6,14.8,12.5
6974,27,-1,-1,608.0,284.1,15.5,12.8
6975,27,-1,-1,606.4,284.8,16.1,12.9
6976,27,-1,-1,604.8,285.3,16.1,12.3
6977,27,-1,-1,603.1,284.8,16.8,12.6
6978,27,-1,-1,602.1,284.4,16.5,13.2
6979,27,-1,-1,599.7,284.1,17.0,13.4
6980,27,-1,-1,597.8,284.2,17.6,12.7
6981,27,-1,-1,596.5,284.0,17.7,12.6
6982,27,-1,-1,594.6,283.6,18.0,12.8
6983,27,-1,-1,592.7,283.1,18.3,13.0
6984,27,-1,-1,591.1,283.2,18.7,13.1
6985,27,-1,-1,589.5,283.4,19.1,13.2
6986,27,-1,-1,587.4,283.2,19.7,13.7
6987,27,-1,-1,585.3,282.9,20.3,14.1
6988,27,-1,-1,583.2,282.7,20.8,14.6
6989,27,-1,-1,581.1,282.4,21.4,15.1
6990,27,-1,-1,578.9,282.2,22.0,15.5
6991,27,-1,-1,576.8,281.9,22.6,16.0
6992,27,-1,-1,574.7,281.7,23.1,16.5
6993,27,-1,-1,572.6,281.4,23.7,16.9
6994,27,-1,-1,570.5,281.2,24.3,17.4
6995,27,-1,-1,568.3,281.0,24.7,17.1
6996,27,-1,-1,566.7,281.9,23.9,17.0
6997,27,-1,-1,564.6,280.9,24.0,18.3
6998,27,-1,-1,561.6,280.6,25.1,18.0
6999,27,-1,-1,559.4,280.1,25.6,18.9
7000,27,-1,-1,557.6,279.8,25.6,19.6
7001,27,-1,-1,554.7,279.5,26.9,19.8
7002,27,-1,-1,552.5,279.3,27.5,20.0
7003,27,-1,-1,549.1,279.3,29.0,20.3
7004,27,-1,-1,548.3,279.3,26.9,20.1
7005,27,-1,-1,545.4,279.1,28.4,20.4
7006,27,-1,-1,542.6,278.9,29.9,20.7
7007,27,-1,-1,540.5,278.6,30.3,21.1
7008,27,-1,-1,537.8,278.1,30.8,21.5
7009,27,-1,-1,535.0,277.9,31.5,21.2
7010,27,-1,-1,532.5,277.6,32.1,21.6
7011,27,-1,-1,530.0,277.3,32.7,21.9
7012,27,-1,-1,527.4,277.0,33.3,22.3
7013,27,-1,-1,524.9,276.8,33.9,22.7
7014,27,-1,-1,522.4,276.5,34.5,23.0
7015,27,-1,-1,519.9,276.2,35.1,23.4
7016,27,-1,-1,517.5,275.5,35.9,24.0
7017,27,-1,-1,515.0,275.6,36.2,24.3
7018,27,-1,-1,512.6,275.6,36.4,24.6
7019,27,-1,-1,510.1,274.8,36.8,25.0
7020,27,-1,-1,507.6,274.0,37.1,25.3
7021,27,-1,-1,504.7,273.7,37.8,25.8
7022,27,-1,-1,501.9,273.3,38.4,26.3
7023,27,-1,-1,499.0,273.0,39.1,26.8
7024,27,-1,-1,486.5,271.4,40.0,28.0
7025,27,-1,-1,474.1,269.8,41.0,29.2
7026,27,-1,-1,461.6,268.2,41.9,30.5
7027,27,-1,-1,449.2,266.6,42.8,31.7
7028,27,-1,-1,436.7,265.0,43.8,32.9
7029,27,-1,-1,424.3,263.3,44.7,34.1
7030,27,-1,-1,411.8,261.7,45.7,35.3
7031,27,-1,-1,399.4,260.1,46.6,36.6
7032,27,-1,-1,386.9,258.5,47.5,37.8
7033,27,-1,-1,374.4,256.9,48.5,39.0
7034,27,-1,-1,362.0,255.3,49.4,40.2
7035,27,-1,-1,349.5,253.7,50.3,41.4
7036,27,-1,-1,337.1,252.1,51.3,42.7
7037,27,-1,-1,324.6,250.5,52.2,43.9
7038,27,-1,-1,312.2,248.8,53.2,45.1
7039,27,-1,-1,299.7,247.2,54.1,46.3
7040,27,-1,-1,287.3,245.6,55.0,47.5
7041,27,-1,-1,274.8,244.0,56.0,48.8
7042,27,-1,-1,262.4,242.4,56.9,50.0
7043,27,-1,-1,249.9,240.8,57.8,51.2
7044,27,-1,-1,237.4,239.2,58.8,52.4
7045,27,-1,-1,225.0,237.6,59.7,53.6
7046,27,-1,-1,212.5,236.0,60.7,54.9
7047,27,-1,-1,200.1,234.4,61.6,56.1
7048,27,-1,-1,187.6,232.8,62.5,57.3
7049,27,-1,-1,175.2,231.1,63.5,58.5
7050,27,-1,-1,162.7,229.5,64.4,59.7
7051,27,-1,-1,150.3,227.9,65.4,61.0
7052,27,-1,-1,137.8,226.3,66.3,62.2
7053,27,-1,-1,125.4,224.7,67.2,63.4
7054,27,-1,-1,112.9,223.1,68.2,64.6
7055,27,-1,-1,100.4,221.5,69.1,65.8
7056,27,-1,-1,88.0,219.9,70.0,67.1
7057,27,-1,-1,75.5,218.3,71.0,68.3
7058,27,-1,-1,63.1,216.6,71.9,69.5
7059,27,-1,-1,50.6,215.0,72.8,70.7
7060,27,-1,-1,38.2,213.4,73.8,71.9
7061,27,-1,-1,25.7,211.8,74.7,73.2
7062,27,-1,-1,13.3,210.2,75.7,74.4
7063,27,-1,-1,0.8,208.6,76.6,75.6
7064,27,-1,-1,0.0,208.6,40.6,65.4
