frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
409,2,-1,-1,539.0,276.4,21.9,17.5
410,2,-1,-1,541.2,277.5,17.1,15.7
411,2,-1,-1,544.1,277.4,19.0,16.0
412,2,-1,-1,547.1,278.4,14.5,15.3
413,2,-1,-1,549.3,279.0,16.2,15.2
414,2,-1,-1,552.5,280.4,15.9,14.1
415,2,-1,-1,553.7,279.1,15.8,15.5
416,2,-1,-1,555.6,282.3,16.5,13.3
417,2,-1,-1,557.9,278.8,15.1,16.0
418,2,-1,-1,560.0,279.5,16.9,15.0
419,2,-1,-1,562.4,280.7,15.6,14.1
420,2,-1,-1,563.8,281.2,13.6,13.4
421,2,-1,-1,565.2,281.0,15.6,13.6
422,2,-1,-1,567.5,284.0,13.3,11.0
423,2,-1,-1,569.8,277.8,19.7,17.0
424,2,-1,-1,570.3,280.3,15.9,14.1
425,2,-1,-1,572.2,283.0,13.6,10.9
426,2,-1,-1,573.4,279.0,20.7,16.0
427,2,-1,-1,574.8,278.9,21.1,16.0
428,2,-1,-1,576.7,278.3,19.1,16.4
429,2,-1,-1,578.3,278.0,17.7,16.1
430,2,-1,-1,588.6,279.0,8.9,16.1
431,2,-1,-1,589.4,279.2,9.2,15.9
432,2,-1,-1,590.3,279.3,9.4,15.7
433,2,-1,-1,591.1,279.4,9.6,15.5
434,2,-1,-1,592.0,279.6,9.9,15.2
435,2,-1,-1,592.8,279.8,10.2,15.0
436,2,-1,-1,593.7,279.9,10.4,14.8
437,2,-1,-1,594.5,280.0,10.6,14.6
438,2,-1,-1,595.4,280.2,10.9,14.4
439,2,-1,-1,596.2,280.4,11.2,14.2
440,2,-1,-1,597.0,280.5,11.4,14.0
441,2,-1,-1,597.9,280.6,11.6,13.7
442,2,-1,-1,598.7,280.8,11.9,13.5
443,2,-1,-1,599.6,281.0,12.2,13.3
444,2,-1,-1,600.4,281.1,12.4,13.1
445,2,-1,-1,601.3,281.2,12.6,12.9
446,2,-1,-1,602.1,281.4,12.9,12.7
447,2,-1,-1,603.0,281.6,13.2,12.4
448,2,-1,-1,603.8,281.7,13.4,12.2
449,2,-1,-1,604.7,281.8,13.6,12.0
450,2,-1,-1,605.5,282.0,13.9,11.8
451,2,-1,-1,607.0,282.7,13.9,11.4
452,2,-1,-1,607.2,282.7,14.5,11.5
453,2,-1,-1,608.7,282.5,14.1,11.8
454,2,-1,-1,610.1,282.6,13.0,11.4
455,2,-1,-1,610.8,282.7,13.6,10.6
456,2,-1,-1,611.5,282.9,13.3,11.2
457,2,-1,-1,613.1,284.2,12.3,10.1
458,2,-1,-1,613.8,284.4,12.2,10.1
459,2,-1,-1,614.6,284.8,11.6,9.6
460,2,-1,-1,616.6,284.0,11.2,10.1
461,2,-1,-1,617.4,284.0,11.2,10.1
462,2,-1,-1,618.3,284.0,11.2,10.0
463,2,-1,-1,619.1,284.1,11.3,10.0
464,2,-1,-1,620.0,284.1,11.3,9.9
465,2,-1,-1,620.8,284.1,11.3,9.9
