frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
9368,39,-1,-1,289.6,211.6,10.8,10.4
9369,39,-1,-1,292.3,212.2,10.8,10.6
9370,39,-1,-1,292.9,212.4,12.4,11.5
9371,39,-1,-1,295.2,213.3,12.8,11.9
9372,39,-1,-1,297.6,213.4,13.0,12.5
9373,39,-1,-1,299.6,214.5,13.4,13.0
9374,39,-1,-1,301.2,215.1,14.9,13.0
9375,39,-1,-1,304.1,215.5,15.1,13.8
9376,39,-1,-1,307.1,217.8,14.7,13.5
9377,39,-1,-1,309.8,218.1,15.6,14.5
9378,39,-1,-1,311.6,218.6,16.7,15.6
9379,39,-1,-1,316.1,220.2,16.4,16.1
9380,39,-1,-1,318.1,221.6,18.5,16.1
9381,39,-1,-1,321.2,222.9,19.5,16.1
9382,39,-1,-1,322.9,223.9,22.5,18.7
9383,39,-1,-1,327.5,225.1,22.9,20.0
9384,39,-1,-1,329.5,226.9,26.2,20.5
9385,39,-1,-1,334.8,228.3,26.8,21.2
9386,39,-1,-1,338.9,230.4,29.2,22.8
9387,39,-1,-1,345.2,232.5,30.5,24.5
9388,39,-1,-1,349.1,234.3,34.0,26.7
9389,39,-1,-1,356.3,237.4,35.7,27.3
9390,39,-1,-1,365.4,239.7,37.4,30.6
9391,39,-1,-1,370.0,243.9,43.8,33.8
9392,39,-1,-1,382.1,247.0,45.0,37.5
9393,39,-1,-1,393.3,251.5,51.5,40.5
9394,39,-1,-1,407.3,260.4,55.8,43.8
9395,39,-1,-1,420.7,265.0,63.9,49.4
9396,39,-1,-1,435.3,271.7,76.7,56.6
9397,39,-1,-1,443.3,283.3,103.1,69.6
9398,39,-1,-1,480.4,295.7,107.9,76.0
9399,39,-1,-1,517.8,312.7,96.4,81.1
9400,39,-1,-1,555.1,329.7,84.9,86.2
