frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
10482,43,-1,-1,619.2,285.1,12.5,11.6
10483,43,-1,-1,618.4,286.2,12.3,10.9
10484,43,-1,-1,618.1,286.8,11.7,10.4
10485,43,-1,-1,616.6,285.9,12.3,11.3
10486,43,-1,-1,614.4,284.6,13.4,12.0
10487,43,-1,-1,614.3,285.0,12.8,11.7
10488,43,-1,-1,613.3,285.2,12.7,12.0
10489,43,-1,-1,611.8,286.2,13.0,11.1
10490,43,-1,-1,610.4,285.7,13.3,11.8
10491,43,-1,-1,609.2,284.6,13.7,12.0
10492,43,-1,-1,607.8,284.0,13.7,12.0
10493,43,-1,-1,606.4,283.9,14.2,12.3
10494,43,-1,-1,605.0,283.7,14.7,12.6
10495,43,-1,-1,603.6,283.6,15.2,12.9
10496,43,-1,-1,602.2,283.4,15.7,13.2
10497,43,-1,-1,600.8,283.3,16.2,13.5
10498,43,-1,-1,600.4,284.7,15.6,12.9
10499,43,-1,-1,597.6,284.1,17.4,12.7
10500,43,-1,-1,595.3,283.5,18.0,12.3
10501,43,-1,-1,595.4,284.1,17.7,12.5
10502,43,-1,-1,594.1,284.4,18.0,12.2
10503,43,-1,-1,592.7,284.3,18.0,12.5
10504,43,-1,-1,591.4,284.1,17.9,12.7
10505,43,-1,-1,590.0,284.0,17.9,13.0
10506,43,-1,-1,587.4,283.4,18.6,13.6
10507,43,-1,-1,584.9,282.8,19.3,14.2
10508,43,-1,-1,584.1,282.7,20.3,14.7
10509,43,-1,-1,581.9,283.0,21.6,15.6
10510,43,-1,-1,579.6,282.3,20.5,16.4
10511,43,-1,-1,578.3,282.1,20.8,17.2
10512,43,-1,-1,576.7,282.2,21.6,17.3
10513,43,-1,-1,575.1,282.1,21.8,17.2
10514,43,-1,-1,572.3,280.9,23.7,17.9
10515,43,-1,-1,571.2,281.2,24.0,18.2
10516,43,-1,-1,568.9,281.3,24.3,18.7
10517,43,-1,-1,566.2,280.6,24.6,18.7
10518,43,-1,-1,564.9,281.2,24.4,18.6
10519,43,-1,-1,563.8,281.2,24.9,19.0
10520,43,-1,-1,561.2,280.4,26.1,19.6
10521,43,-1,-1,559.3,280.5,26.8,19.4
10522,43,-1,-1,557.3,280.6,27.2,20.0
10523,43,-1,-1,555.3,280.8,28.0,19.7
10524,43,-1,-1,553.8,280.7,27.4,19.5
10525,43,-1,-1,552.0,280.7,27.6,20.3
10526,43,-1,-1,549.5,280.7,29.6,20.0
10527,43,-1,-1,546.6,279.3,30.5,21.1
10528,43,-1,-1,545.0,279.1,29.3,21.5
10529,43,-1,-1,544.0,279.5,28.5,21.3
10530,43,-1,-1,542.0,279.3,29.5,21.4
10531,43,-1,-1,538.7,278.8,31.5,22.1
10532,43,-1,-1,536.6,278.9,31.6,22.0
10533,43,-1,-1,534.8,278.5,32.1,22.5
10534,43,-1,-1,532.4,279.0,32.6,22.3
10535,43,-1,-1,529.8,277.9,34.1,23.9
10536,43,-1,-1,527.9,277.9,34.2,24.0
10537,43,-1,-1,526.0,277.9,34.4,24.1
10538,43,-1,-1,524.1,277.9,34.5,24.1
10539,43,-1,-1,522.2,277.9,34.7,24.2
10540,43,-1,-1,520.3,277.9,34.8,24.3
10541,43,-1,-1,518.0,276.9,35.9,25.2
10542,43,-1,-1,515.7,275.9,37.0,26.1
10543,43,-1,-1,513.5,275.6,37.5,26.7
10544,43,-1,-1,512.6,276.5,37.7,26.1
10545,43,-1,-1,510.5,276.2,38.5,26.7
10546,43,-1,-1,508.7,275.9,38.9,26.9
10547,43,-1,-1,506.8,275.6,39.2,27.0
10548,43,-1,-1,505.0,275.3,39.6,27.2
10549,43,-1,-1,503.4,275.1,40.1,27.4
10550,43,-1,-1,501.8,274.9,40.6,27.6
10551,43,-1,-1,500.1,274.7,41.1,27.7
10552,43,-1,-1,498.5,274.5,41.6,27.9
10553,43,-1,-1,496.4,273.4,42.5,28.5
10554,43,-1,-1,495.5,273.8,42.3,28.6
10555,43,-1,-1,494.5,273.2,41.2,29.0
10556,43,-1,-1,492.7,273.5,41.8,28.8
10557,43,-1,-1,490.9,273.2,42.2,29.0
10558,43,-1,-1,489.2,272.8,42.6,29.2
10559,43,-1,-1,487.4,272.5,43.0,29.4
10611,43,-1,-1,0.0,214.9,102.2,72.1
10612,43,-1,-1,1.2,211.9,72.8,75.5
10613,43,-1,-1,1.0,214.4,44.4,66.8
10614,43,-1,-1,0.3,211.2,16.1,54.5
