frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
11636,47,-1,-1,630.1,286.0,9.9,11.4
11637,47,-1,-1,629.6,285.4,9.9,11.0
11638,47,-1,-1,629.2,284.9,9.8,10.6
11639,47,-1,-1,628.7,284.3,9.8,10.2
11640,47,-1,-1,627.4,286.6,11.1,10.6
11641,47,-1,-1,627.4,286.8,10.8,10.2
11642,47,-1,-1,626.3,284.6,11.8,10.3
11643,47,-1,-1,625.6,285.0,11.3,9.8
11644,47,-1,-1,625.2,285.1,11.3,10.2
11645,47,-1,-1,623.8,286.5,10.9,9.3
11646,47,-1,-1,623.4,286.0,11.3,10.0
11647,47,-1,-1,622.8,286.0,11.1,10.5
11648,47,-1,-1,622.3,286.3,11.2,9.9
11649,47,-1,-1,621.5,283.2,11.4,11.8
11650,47,-1,-1,619.7,284.0,11.3,11.1
11651,47,-1,-1,620.1,284.8,11.1,9.1
11652,47,-1,-1,617.9,284.9,11.7,8.9
11653,47,-1,-1,617.4,284.5,12.0,11.1
11654,47,-1,-1,616.0,284.6,12.3,9.9
11655,47,-1,-1,614.8,284.3,12.8,11.7
11656,47,-1,-1,614.6,287.7,11.4,9.3
11657,47,-1,-1,613.2,284.9,13.1,11.8
11658,47,-1,-1,613.0,285.8,12.5,10.6
11659,47,-1,-1,611.2,283.3,13.4,12.3
11660,47,-1,-1,609.7,282.9,13.9,12.3
11661,47,-1,-1,608.7,283.7,13.8,12.3
11662,47,-1,-1,607.7,284.1,14.5,13.6
11663,47,-1,-1,607.3,284.4,14.6,12.5
11664,47,-1,-1,606.6,282.5,14.1,12.7
11665,47,-1,-1,604.9,282.3,15.1,13.0
11666,47,-1,-1,603.6,284.1,14.8,13.3
11667,47,-1,-1,602.6,284.6,15.4,13.0
11668,47,-1,-1,601.4,282.8,15.5,13.7
11669,47,-1,-1,601.1,283.3,15.5,13.4
11670,47,-1,-1,600.4,282.8,14.7,13.5
11671,47,-1,-1,598.0,283.6,15.5,12.6
11672,47,-1,-1,596.1,282.1,17.1,14.0
11673,47,-1,-1,595.6,283.2,17.0,13.9
11674,47,-1,-1,594.7,282.5,17.3,13.8
11675,47,-1,-1,593.9,281.5,17.2,13.0
11676,47,-1,-1,592.7,281.4,17.1,12.8
11677,47,-1,-1,591.0,282.3,17.4,13.4
11678,47,-1,-1,589.9,283.3,18.2,12.6
11679,47,-1,-1,589.3,282.0,18.4,13.9
11680,47,-1,-1,588.3,281.7,19.2,13.9
11681,47,-1,-1,587.3,281.6,19.4,14.1
11682,47,-1,-1,585.8,280.3,19.1,15.3
11683,47,-1,-1,584.4,281.7,19.3,14.8
11684,47,-1,-1,583.3,283.3,18.9,14.2
11685,47,-1,-1,582.2,281.2,19.4,15.7
11686,47,-1,-1,581.1,281.2,18.9,14.1
11687,47,-1,-1,579.9,281.6,17.7,15.2
11688,47,-1,-1,578.6,281.4,19.8,16.9
11689,47,-1,-1,577.5,280.8,20.8,17.8
11690,47,-1,-1,576.1,279.1,20.4,18.6
11691,47,-1,-1,575.1,277.9,20.7,19.1
11692,47,-1,-1,573.0,278.9,21.8,18.5
11693,47,-1,-1,572.2,279.8,20.7,18.1
11694,47,-1,-1,571.5,279.5,20.2,18.6
11695,47,-1,-1,570.2,278.7,21.4,19.1
11696,47,-1,-1,568.8,278.7,21.6,18.6
11697,47,-1,-1,567.2,278.6,22.8,18.5
11698,47,-1,-1,565.3,278.5,22.4,19.4
11699,47,-1,-1,565.0,280.7,21.5,18.2
11700,47,-1,-1,564.0,281.2,22.2,17.4
11701,47,-1,-1,562.7,278.5,24.1,18.6
11702,47,-1,-1,561.6,281.2,22.8,16.6
11703,47,-1,-1,560.9,281.1,22.5,17.6
11704,47,-1,-1,560.7,282.5,21.6,16.4
11705,47,-1,-1,560.7,278.5,21.3,19.4
11706,47,-1,-1,559.6,279.3,21.7,18.7
11707,47,-1,-1,558.5,279.9,21.5,18.3
11708,47,-1,-1,558.2,278.6,21.5,19.6
11709,47,-1,-1,558.2,278.8,21.6,20.2
11710,47,-1,-1,557.8,279.7,21.2,20.5
11711,47,-1,-1,559.6,277.7,19.9,20.3
11712,47,-1,-1,558.5,276.2,20.4,20.9
11713,47,-1,-1,557.7,276.9,20.7,21.6
11714,47,-1,-1,557.5,278.6,21.3,21.0
11715,47,-1,-1,557.8,277.5,20.7,21.1
11716,47,-1,-1,557.7,278.6,21.0,19.3
11717,47,-1,-1,559.0,276.7,19.6,21.5
11718,47,-1,-1,560.0,277.0,18.2,20.1
11719,47,-1,-1,558.2,279.9,18.3,18.1
11720,47,-1,-1,556.3,281.5,20.6,17.3
11721,47,-1,-1,557.3,280.5,20.3,19.0
11722,47,-1,-1,557.4,280.7,20.0,17.7
11723,47,-1,-1,557.4,276.8,19.8,20.8
11724,47,-1,-1,558.2,276.7,18.7,21.7
11725,47,-1,-1,558.1,277.6,18.9,22.7
11726,47,-1,-1,558.0,278.6,18.3,20.6
11727,47,-1,-1,558.2,282.6,18.1,15.5
11728,47,-1,-1,558.8,277.0,17.5,21.1
11729,47,-1,-1,557.8,277.0,19.1,21.9
11730,47,-1,-1,558.6,277.1,17.2,22.0
11731,47,-1,-1,558.8,277.4,17.8,21.2
11732,47,-1,-1,559.6,277.5,17.2,22.0
11733,47,-1,-1,557.9,276.8,19.0,21.2
11734,47,-1,-1,555.8,278.8,21.6,18.6
11735,47,-1,-1,557.9,277.3,17.7,20.9
11736,47,-1,-1,556.8,278.8,19.9,21.4
11737,47,-1,-1,557.1,279.6,19.2,19.3
11738,47,-1,-1,556.8,282.2,20.2,15.7
11739,47,-1,-1,557.9,281.8,18.4,16.3
11740,47,-1,-1,556.7,279.2,19.6,20.2
11741,47,-1,-1,557.3,279.5,18.6,19.7
11742,47,-1,-1,558.0,277.3,19.0,21.6
11743,47,-1,-1,558.5,276.7,18.0,21.8
11744,47,-1,-1,557.6,276.9,18.4,20.9
11745,47,-1,-1,556.3,280.4,19.2,17.9
11746,47,-1,-1,557.1,280.9,19.5,18.8
11747,47,-1,-1,558.2,279.3,18.9,21.0
11748,47,-1,-1,558.5,276.6,17.6,22.6
11749,47,-1,-1,556.6,281.2,20.0,16.5
11750,47,-1,-1,558.2,276.5,17.8,22.6
11751,47,-1,-1,557.8,277.9,18.2,21.7
11752,47,-1,-1,557.8,277.3,18.8,22.0
11753,47,-1,-1,558.7,277.1,17.2,21.1
11754,47,-1,-1,557.5,277.1,18.9,21.1
11755,47,-1,-1,559.9,276.6,14.8,18.7
11756,47,-1,-1,558.5,277.7,17.4,21.2
11757,47,-1,-1,556.5,279.4,20.3,20.2
11758,47,-1,-1,558.0,278.6,18.3,20.4
11759,47,-1,-1,557.8,277.5,18.4,20.5
11760,47,-1,-1,557.0,283.3,18.8,14.5
11761,47,-1,-1,556.7,279.4,18.5,19.2
11762,47,-1,-1,557.0,278.6,18.6,20.9
11763,47,-1,-1,557.3,277.9,19.1,21.0
11764,47,-1,-1,558.1,276.7,18.0,21.7
11765,47,-1,-1,558.2,276.8,18.1,20.8
11766,47,-1,-1,557.6,276.8,18.2,21.3
11767,47,-1,-1,557.7,277.5,18.2,21.0
11768,47,-1,-1,555.4,275.1,21.6,24.6
11769,47,-1,-1,557.4,276.4,19.0,22.3
11770,47,-1,-1,558.7,276.5,17.2,21.5
11771,47,-1,-1,558.2,276.8,18.0,21.0
11772,47,-1,-1,552.2,276.3,24.3,21.5
11773,47,-1,-1,553.4,276.3,22.9,21.6
11774,47,-1,-1,554.5,276.3,21.6,21.8
11775,47,-1,-1,555.7,276.4,20.2,21.9
11776,47,-1,-1,556.8,276.4,18.9,22.1
11777,47,-1,-1,558.0,276.4,17.5,22.2
11778,47,-1,-1,555.4,277.4,20.8,22.1
11779,47,-1,-1,556.6,277.2,20.0,22.5
11780,47,-1,-1,558.2,277.1,18.0,20.6
11781,47,-1,-1,558.0,276.3,17.8,21.3
11782,47,-1,-1,557.8,276.8,17.8,20.7
11783,47,-1,-1,556.7,280.7,18.6,18.5
