frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
6120,26,-1,-1,489.9,248.8,64.2,44.4
6121,26,-1,-1,491.9,248.6,63.7,44.5
6122,26,-1,-1,493.9,249.7,64.5,43.0
6123,26,-1,-1,499.7,250.7,60.7,42.7
6124,26,-1,-1,503.4,253.3,58.7,39.9
6125,26,-1,-1,507.2,254.1,57.3,39.1
6126,26,-1,-1,511.1,255.0,55.9,38.4
6127,26,-1,-1,514.9,255.8,54.5,37.6
6128,26,-1,-1,518.8,256.7,53.2,36.8
6129,26,-1,-1,522.6,257.5,51.8,36.0
6130,26,-1,-1,526.5,258.4,50.4,35.3
6131,26,-1,-1,530.3,259.2,49.0,34.5
6132,26,-1,-1,533.6,260.8,46.5,32.1
6133,26,-1,-1,535.5,260.7,47.2,32.0
6134,26,-1,-1,540.1,260.7,45.4,32.5
6135,26,-1,-1,544.3,262.4,41.0,31.2
6136,26,-1,-1,544.0,261.8,44.1,31.2
6137,26,-1,-1,549.6,263.0,40.9,30.5
6138,26,-1,-1,552.9,262.9,40.3,31.1
6139,26,-1,-1,555.6,264.3,38.5,30.1
6140,26,-1,-1,558.1,262.9,37.5,31.3
6141,26,-1,-1,562.2,264.9,33.5,29.9
6142,26,-1,-1,562.5,264.9,36.5,29.8
6143,26,-1,-1,563.6,265.3,36.6,29.7
6144,26,-1,-1,564.7,266.0,36.0,28.5
6145,26,-1,-1,569.2,266.4,34.5,27.9
6146,26,-1,-1,570.3,266.6,34.0,27.4
6147,26,-1,-1,572.1,267.0,34.6,26.4
6148,26,-1,-1,574.6,267.7,32.2,26.5
6149,26,-1,-1,575.0,268.9,33.4,25.1
6150,26,-1,-1,579.9,268.8,29.6,24.8
6151,26,-1,-1,580.6,268.7,29.2,24.4
6152,26,-1,-1,583.4,269.2,28.2,23.9
6153,26,-1,-1,585.6,269.6,27.4,25.4
6154,26,-1,-1,586.1,269.8,27.2,24.3
6155,26,-1,-1,589.5,271.2,25.0,22.0
6156,26,-1,-1,589.6,270.7,26.3,23.0
6157,26,-1,-1,591.6,271.4,25.6,22.6
6158,26,-1,-1,594.1,271.7,23.9,21.7
6159,26,-1,-1,593.6,272.3,26.7,22.1
6160,26,-1,-1,595.0,272.5,24.8,21.6
6161,26,-1,-1,595.6,272.5,25.4,21.1
6162,26,-1,-1,597.7,273.0,23.9,20.1
6163,26,-1,-1,599.4,273.3,23.1,20.0
6164,26,-1,-1,600.4,273.5,22.9,19.9
6165,26,-1,-1,604.4,273.7,20.4,19.2
6166,26,-1,-1,605.1,274.1,20.3,19.0
6167,26,-1,-1,606.8,274.4,19.6,18.9
6168,26,-1,-1,607.6,274.4,19.5,18.9
6169,26,-1,-1,608.7,274.8,19.5,18.5
6170,26,-1,-1,610.4,275.3,18.2,18.3
6171,26,-1,-1,611.4,275.9,17.8,17.7
6172,26,-1,-1,611.7,276.0,18.8,17.1
6173,26,-1,-1,612.5,275.3,19.8,17.7
6174,26,-1,-1,613.9,275.9,19.6,17.9
6175,26,-1,-1,614.9,279.4,17.9,14.5
6176,26,-1,-1,616.1,276.5,18.3,17.5
6177,26,-1,-1,617.4,279.0,16.2,14.5
6178,26,-1,-1,618.9,279.3,16.0,14.5
6179,26,-1,-1,619.1,278.0,17.5,15.9
6180,26,-1,-1,619.8,278.0,17.0,16.1
6181,26,-1,-1,620.5,278.1,17.4,16.3
6182,26,-1,-1,621.8,278.1,16.1,16.3
6183,26,-1,-1,623.3,278.5,14.9,15.7
6184,26,-1,-1,623.3,278.2,15.7,15.9
6185,26,-1,-1,624.3,278.7,14.6,16.3
6186,26,-1,-1,625.0,278.4,14.1,16.3
6187,26,-1,-1,626.0,278.2,13.4,16.3
6188,26,-1,-1,627.0,278.0,12.7,16.3
6189,26,-1,-1,627.7,278.0,11.6,16.0
