frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
3738,15,-1,-1,319.4,220.3,17.4,16.7
3739,15,-1,-1,321.4,222.9,19.5,16.1
3740,15,-1,-1,325.9,223.6,19.1,17.0
3741,15,-1,-1,330.4,227.6,18.6,15.3
3742,15,-1,-1,332.1,227.0,21.2,17.2
3743,15,-1,-1,336.1,228.8,21.9,17.8
3744,15,-1,-1,341.5,228.6,21.5,20.4
3745,15,-1,-1,344.0,231.6,25.8,20.0
3746,15,-1,-1,347.7,233.9,27.8,20.8
3747,15,-1,-1,352.9,235.6,30.2,22.8
3748,15,-1,-1,358.1,237.4,32.7,24.7
3749,15,-1,-1,363.3,239.1,35.1,26.7
3750,15,-1,-1,369.2,242.4,37.9,28.3
3751,15,-1,-1,377.2,246.7,39.9,29.4
3752,15,-1,-1,385.1,249.2,45.8,33.0
3753,15,-1,-1,393.0,251.6,51.7,36.7
3754,15,-1,-1,403.1,256.2,54.3,41.7
3755,15,-1,-1,422.9,262.2,51.4,42.6
3756,15,-1,-1,432.7,268.0,65.2,47.7
3757,15,-1,-1,448.3,274.0,72.9,58.4
