frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
3843,19,-1,-1,283.6,209.6,12.7,10.1
3844,19,-1,-1,286.1,211.2,12.4,9.9
3845,19,-1,-1,288.6,212.9,12.1,9.7
3846,19,-1,-1,290.2,212.6,13.1,11.0
3847,19,-1,-1,291.9,212.6,13.6,11.1
3848,19,-1,-1,293.9,213.5,14.8,11.0
3849,19,-1,-1,296.8,214.3,14.9,12.2
3850,19,-1,-1,298.6,215.3,16.2,12.9
3851,19,-1,-1,301.8,216.3,16.3,12.7
3852,19,-1,-1,304.8,217.0,16.6,13.4
3853,19,-1,-1,307.3,218.4,17.1,13.1
3854,19,-1,-1,311.0,219.0,17.2,14.2
3855,19,-1,-1,311.3,220.7,22.1,15.5
3856,19,-1,-1,315.9,222.7,20.6,15.0
3857,19,-1,-1,316.6,223.1,24.2,16.3
3858,19,-1,-1,320.1,224.7,23.3,16.2
3859,19,-1,-1,323.6,226.2,22.4,16.0
3860,19,-1,-1,327.0,227.8,21.5,15.9
3861,19,-1,-1,330.5,229.4,20.6,15.8
3862,19,-1,-1,335.1,230.2,25.4,18.1
3863,19,-1,-1,340.1,232.3,23.7,18.0
3864,19,-1,-1,344.9,233.0,31.4,21.9
3865,19,-1,-1,350.9,236.3,29.1,24.1
3866,19,-1,-1,357.6,239.8,21.7,19.1
3867,19,-1,-1,363.2,242.9,30.3,22.0
3868,19,-1,-1,371.6,245.9,31.3,25.3
3869,19,-1,-1,381.4,249.2,28.1,23.6
3870,19,-1,-1,392.0,255.0,33.6,29.5
3871,19,-1,-1,405.1,261.2,40.6,27.4
