frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
3806,18,-1,-1,251.1,194.7,14.2,13.8
3807,18,-1,-1,251.1,195.0,13.6,13.6
3808,18,-1,-1,250.6,194.9,13.7,13.6
3809,18,-1,-1,250.5,194.8,13.7,14.1
3810,18,-1,-1,250.2,194.8,13.2,13.1
3811,18,-1,-1,249.2,193.9,13.8,14.0
3812,18,-1,-1,249.3,193.7,13.5,14.1
3813,18,-1,-1,249.2,194.5,13.7,13.9
3814,18,-1,-1,248.6,194.8,13.7,13.6
3815,18,-1,-1,248.9,194.1,13.6,13.4
3816,18,-1,-1,248.8,194.2,13.5,12.6
3817,18,-1,-1,248.8,194.5,13.7,12.7
3818,18,-1,-1,248.3,194.7,15.0,12.6
3819,18,-1,-1,248.4,194.3,14.4,12.3
3820,18,-1,-1,247.3,192.8,14.6,14.3
3821,18,-1,-1,247.5,193.7,12.7,12.8
