frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
11603,46,-1,-1,628.7,286.0,11.3,9.9
11604,46,-1,-1,627.6,286.7,11.1,9.8
11605,46,-1,-1,626.8,286.7,12.0,9.0
11606,46,-1,-1,626.3,283.8,12.5,10.2
11607,46,-1,-1,625.5,284.3,12.1,10.0
11608,46,-1,-1,624.5,285.1,13.3,10.5
11609,46,-1,-1,623.7,285.9,12.9,9.9
11610,46,-1,-1,622.1,286.3,12.9,10.1
11611,46,-1,-1,621.8,285.0,12.5,10.6
11612,46,-1,-1,620.8,283.0,13.5,10.9
11613,46,-1,-1,619.4,283.4,13.7,11.1
11614,46,-1,-1,617.5,286.0,13.6,11.6
11615,46,-1,-1,617.7,288.1,11.8,9.7
11616,46,-1,-1,616.8,283.4,14.1,12.5
11617,46,-1,-1,615.7,282.3,13.4,11.7
11618,46,-1,-1,613.6,283.9,14.7,11.9
11619,46,-1,-1,613.2,285.4,14.2,11.5
11620,46,-1,-1,611.6,285.3,15.2,12.0
11621,46,-1,-1,611.2,283.9,15.1,12.8
11622,46,-1,-1,610.6,282.8,14.7,12.1
11623,46,-1,-1,608.5,282.2,14.7,12.5
11624,46,-1,-1,606.7,283.3,15.2,12.8
11625,46,-1,-1,606.3,285.1,15.0,13.0
11626,46,-1,-1,604.8,284.3,17.5,13.6
11627,46,-1,-1,603.3,282.3,16.9,13.4
11628,46,-1,-1,601.5,281.5,17.3,13.1
11629,46,-1,-1,601.0,283.7,16.8,13.2
11630,46,-1,-1,600.1,284.1,17.3,13.7
11631,46,-1,-1,598.6,282.9,17.3,12.8
11632,46,-1,-1,597.0,282.5,17.8,12.8
11633,46,-1,-1,595.3,282.0,18.4,12.9
11634,46,-1,-1,593.7,281.6,18.9,12.9
11635,46,-1,-1,591.8,281.9,19.5,13.4
11636,46,-1,-1,590.9,284.0,17.9,12.2
11637,46,-1,-1,589.4,283.8,18.4,12.5
11638,46,-1,-1,587.9,283.7,18.8,12.8
11639,46,-1,-1,586.4,283.5,19.3,13.1
11640,46,-1,-1,584.9,283.4,19.8,13.4
11641,46,-1,-1,583.9,284.3,18.4,13.0
11642,46,-1,-1,583.0,281.0,20.0,14.7
11643,46,-1,-1,581.8,281.0,20.9,15.2
11644,46,-1,-1,580.6,281.0,21.8,15.7
11645,46,-1,-1,578.7,281.0,20.0,16.1
11646,46,-1,-1,577.8,281.0,21.7,16.9
11647,46,-1,-1,576.2,281.8,20.6,16.5
11648,46,-1,-1,574.4,280.9,24.3,17.4
11649,46,-1,-1,572.9,279.7,23.2,17.1
11650,46,-1,-1,571.2,279.2,22.7,17.2
11651,46,-1,-1,569.1,280.8,24.5,17.6
11652,46,-1,-1,567.7,281.1,24.6,18.3
11653,46,-1,-1,566.2,279.9,26.3,18.3
11654,46,-1,-1,564.9,278.8,24.9,18.0
11655,46,-1,-1,563.5,279.9,26.5,17.8
11656,46,-1,-1,561.7,280.8,25.2,17.4
11657,46,-1,-1,561.0,280.2,26.3,18.1
11658,46,-1,-1,559.7,279.9,26.7,18.5
11659,46,-1,-1,557.3,279.5,27.5,18.9
