frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
9332,38,-1,-1,286.2,209.8,12.5,10.2
9333,38,-1,-1,289.0,210.8,11.0,10.1
9334,38,-1,-1,290.6,211.3,12.1,10.3
9335,38,-1,-1,291.6,212.0,13.0,10.9
9336,38,-1,-1,294.2,212.9,13.0,10.8
9337,38,-1,-1,295.9,214.0,13.2,10.9
9338,38,-1,-1,298.6,214.8,13.6,11.5
9339,38,-1,-1,300.9,214.8,14.0,12.7
9340,38,-1,-1,303.2,215.5,14.4,13.0
9341,38,-1,-1,305.5,215.7,15.1,14.5
9342,38,-1,-1,309.2,217.4,14.2,13.8
9343,38,-1,-1,310.6,218.0,16.5,14.4
9344,38,-1,-1,313.4,219.0,17.7,15.4
9345,38,-1,-1,316.8,221.1,17.6,15.0
9346,38,-1,-1,319.2,221.8,19.0,16.2
9347,38,-1,-1,322.7,223.3,19.9,17.0
9348,38,-1,-1,325.5,224.9,22.4,17.3
9349,38,-1,-1,331.4,226.0,20.1,18.4
9350,38,-1,-1,332.6,227.7,25.1,18.1
9351,38,-1,-1,338.9,228.9,24.9,20.8
9352,38,-1,-1,342.1,231.1,28.1,21.8
9353,38,-1,-1,346.7,232.6,29.9,23.6
9354,38,-1,-1,353.4,234.7,31.1,25.3
9355,38,-1,-1,358.0,237.7,36.3,27.5
9356,38,-1,-1,364.5,241.6,40.3,27.2
9357,38,-1,-1,372.1,243.5,42.8,32.1
9358,38,-1,-1,383.7,247.8,44.2,34.0
9359,38,-1,-1,394.1,253.0,50.1,36.4
9360,38,-1,-1,407.0,258.4,54.4,40.7
9361,38,-1,-1,424.9,263.9,56.3,46.0
9362,38,-1,-1,432.9,270.5,73.7,54.2
9363,38,-1,-1,449.8,278.7,88.5,65.9
9364,38,-1,-1,473.5,287.1,102.5,76.4
9365,38,-1,-1,505.5,305.2,102.5,82.6
9366,38,-1,-1,537.5,323.3,102.5,88.7
9367,38,-1,-1,589.1,352.9,49.4,73.8
