frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
16407,65,-1,-1,289.7,199.1,59.0,46.3
16408,65,-1,-1,291.0,197.7,61.3,49.5
16409,65,-1,-1,293.7,198.8,64.2,51.8
16410,65,-1,-1,301.6,199.4,64.8,55.0
16411,65,-1,-1,304.6,200.5,67.6,56.2
16412,65,-1,-1,307.9,201.2,70.7,59.4
16413,65,-1,-1,308.2,199.8,79.0,63.2
16414,65,-1,-1,307.2,201.2,90.4,66.9
16415,65,-1,-1,318.7,201.5,90.2,71.7
16416,65,-1,-1,318.2,202.0,104.4,81.4
16417,65,-1,-1,320.0,201.3,114.9,88.1
16418,65,-1,-1,327.7,203.5,130.1,97.9
16419,65,-1,-1,330.5,202.9,145.0,111.1
16420,65,-1,-1,345.1,203.4,145.5,120.0
16421,65,-1,-1,346.5,204.6,183.1,139.5
16422,65,-1,-1,360.7,202.7,215.9,159.6
16423,65,-1,-1,360.3,208.4,260.9,179.5
16424,65,-1,-1,366.3,208.4,266.5,215.9
16425,65,-1,-1,354.4,204.1,285.6,220.2
16426,65,-1,-1,391.6,210.1,247.8,227.5
16427,65,-1,-1,406.8,213.8,232.6,186.6
16428,65,-1,-1,421.8,209.1,215.8,196.3
16429,65,-1,-1,435.8,215.7,202.8,209.9
16430,65,-1,-1,467.5,218.5,172.4,170.9
16431,65,-1,-1,500.2,222.0,139.6,195.7
16432,65,-1,-1,538.9,227.9,100.8,206.2
16433,65,-1,-1,541.1,236.8,96.5,225.0
