frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
11751,53,-1,-1,525.4,277.0,35.4,23.7
11752,53,-1,-1,525.4,277.2,34.4,23.4
11753,53,-1,-1,525.3,276.4,33.6,24.2
11754,53,-1,-1,522.9,275.5,36.5,24.8
11755,53,-1,-1,524.3,275.8,35.6,24.2
11756,53,-1,-1,525.7,276.2,34.8,23.7
11757,53,-1,-1,526.6,278.4,31.5,22.7
11758,53,-1,-1,525.5,278.0,31.5,23.1
11759,53,-1,-1,525.3,275.1,34.6,24.8
11760,53,-1,-1,527.0,275.3,34.4,23.8
11761,53,-1,-1,528.9,276.2,31.3,23.2
11762,53,-1,-1,525.0,278.4,33.2,22.5
11763,53,-1,-1,526.2,277.4,31.7,22.4
11764,53,-1,-1,526.0,276.5,33.4,23.2
11765,53,-1,-1,525.9,275.6,35.0,24.0
11766,53,-1,-1,525.7,276.0,34.0,24.1
11767,53,-1,-1,524.0,278.3,32.9,22.4
11768,53,-1,-1,524.8,278.6,31.0,22.5
11769,53,-1,-1,523.8,278.3,31.7,22.5
11770,53,-1,-1,525.2,277.2,32.3,22.8
11771,53,-1,-1,531.5,275.8,27.4,20.8
11772,53,-1,-1,530.1,275.9,28.6,21.4
11773,53,-1,-1,528.7,275.9,29.8,22.0
11774,53,-1,-1,527.4,276.0,31.0,22.6
11775,53,-1,-1,526.0,276.1,32.3,23.2
11776,53,-1,-1,524.6,276.1,33.5,23.8
11777,53,-1,-1,523.2,276.2,34.7,24.4
11778,53,-1,-1,522.4,276.5,35.4,24.8
11779,53,-1,-1,522.3,277.5,34.6,23.5
11780,53,-1,-1,522.1,278.4,32.0,22.1
11781,53,-1,-1,522.5,277.4,31.5,22.6
11782,53,-1,-1,523.2,277.9,31.0,22.2
11783,53,-1,-1,523.1,277.4,33.1,24.2
11784,53,-1,-1,522.6,277.4,33.3,24.1
11785,53,-1,-1,522.8,276.5,31.6,24.0
11786,53,-1,-1,522.7,275.2,33.9,24.7
11787,53,-1,-1,520.1,276.1,33.4,23.8
11788,53,-1,-1,519.5,276.8,34.0,23.5
11789,53,-1,-1,518.9,277.5,34.6,23.2
11790,53,-1,-1,519.4,276.0,34.4,24.8
11791,53,-1,-1,516.7,274.4,35.9,25.8
11792,53,-1,-1,516.1,275.0,36.4,24.3
11793,53,-1,-1,515.7,275.4,35.8,24.5
11794,53,-1,-1,515.2,275.9,35.3,24.7
11795,53,-1,-1,514.8,276.3,34.7,24.9
11796,53,-1,-1,514.0,276.0,35.1,24.9
11797,53,-1,-1,513.3,275.7,35.4,25.0
11798,53,-1,-1,512.5,275.4,35.8,25.0
11799,53,-1,-1,511.7,275.0,36.2,25.0
11800,53,-1,-1,511.0,274.7,36.5,25.1
11801,53,-1,-1,510.2,274.4,36.9,25.1
11802,53,-1,-1,509.5,273.5,36.4,25.9
11803,53,-1,-1,508.1,273.4,36.7,26.0
11804,53,-1,-1,506.7,273.4,37.0,26.2
11805,53,-1,-1,505.3,273.3,37.4,26.3
11806,53,-1,-1,503.9,273.3,37.7,26.4
11807,53,-1,-1,502.6,273.2,38.0,26.6
11808,53,-1,-1,501.2,273.2,38.3,26.7
11809,53,-1,-1,499.8,273.1,38.7,26.8
11810,53,-1,-1,498.4,273.1,39.0,27.0
11811,53,-1,-1,497.0,273.0,39.3,27.1
11812,53,-1,-1,495.0,272.8,39.8,27.4
11813,53,-1,-1,492.9,272.6,40.3,27.7
11814,53,-1,-1,490.9,272.5,40.8,28.0
11815,53,-1,-1,488.9,272.3,41.3,28.3
11816,53,-1,-1,486.8,272.1,41.9,28.6
11817,53,-1,-1,484.8,271.9,42.4,28.9
11818,53,-1,-1,482.8,271.8,42.9,29.2
11819,53,-1,-1,480.7,271.6,43.4,29.5
11820,53,-1,-1,478.7,271.4,43.9,29.8
11821,53,-1,-1,467.3,269.9,45.0,31.0
11822,53,-1,-1,455.9,268.3,46.2,32.2
11823,53,-1,-1,444.6,266.8,47.3,33.4
11824,53,-1,-1,433.2,265.2,48.5,34.6
11825,53,-1,-1,421.8,263.7,49.6,35.8
11826,53,-1,-1,410.4,262.2,50.8,37.0
11827,53,-1,-1,399.0,260.6,51.9,38.2
11828,53,-1,-1,387.6,259.1,53.0,39.5
11829,53,-1,-1,376.2,257.6,54.2,40.7
11830,53,-1,-1,364.9,256.0,55.3,41.9
11831,53,-1,-1,353.5,254.5,56.5,43.1
11832,53,-1,-1,342.1,252.9,57.6,44.3
11833,53,-1,-1,330.7,251.4,58.8,45.5
11834,53,-1,-1,319.3,249.9,59.9,46.7
11835,53,-1,-1,308.0,248.3,61.0,47.9
11836,53,-1,-1,296.6,246.8,62.2,49.1
11837,53,-1,-1,285.2,245.3,63.3,50.3
11838,53,-1,-1,273.8,243.7,64.5,51.5
11839,53,-1,-1,262.4,242.2,65.6,52.7
11840,53,-1,-1,251.0,240.6,66.8,53.9
11841,53,-1,-1,239.7,239.1,67.9,55.2
11842,53,-1,-1,228.3,237.6,69.0,56.4
11843,53,-1,-1,216.9,236.0,70.2,57.6
11844,53,-1,-1,205.5,234.5,71.3,58.8
11845,53,-1,-1,194.1,232.9,72.5,60.0
11846,53,-1,-1,182.7,231.4,73.6,61.2
11847,53,-1,-1,171.4,229.9,74.8,62.4
11848,53,-1,-1,160.0,228.3,75.9,63.6
11849,53,-1,-1,148.6,226.8,77.0,64.8
11850,53,-1,-1,137.2,225.3,78.2,66.0
11851,53,-1,-1,125.8,223.7,79.3,67.2
11852,53,-1,-1,114.4,222.2,80.5,68.4
11853,53,-1,-1,103.0,220.6,81.6,69.6
11854,53,-1,-1,91.7,219.1,82.8,70.8
11855,53,-1,-1,80.3,217.6,83.9,72.0
11856,53,-1,-1,68.9,216.0,85.0,73.3
11857,53,-1,-1,57.5,214.5,86.2,74.5
11858,53,-1,-1,46.1,213.0,87.3,75.7
11859,53,-1,-1,34.8,211.4,88.5,76.9
11860,53,-1,-1,23.4,209.9,89.6,78.1
11861,53,-1,-1,12.0,208.3,90.8,79.3
11862,53,-1,-1,0.6,206.8,91.9,80.5
11863,53,-1,-1,1.0,207.1,54.1,72.8
