frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
981,3,-1,-1,367.5,262.2,51.6,36.1
982,3,-1,-1,357.0,255.8,46.1,32.7
983,3,-1,-1,349.7,251.0,41.7,29.9
984,3,-1,-1,342.5,246.1,37.2,27.2
985,3,-1,-1,335.2,241.3,32.8,24.4
986,3,-1,-1,330.2,238.7,29.7,22.2
987,3,-1,-1,325.2,236.1,26.6,20.1
988,3,-1,-1,320.4,234.0,25.4,18.5
989,3,-1,-1,315.5,231.8,24.1,16.8
990,3,-1,-1,312.2,229.4,22.3,15.8
991,3,-1,-1,307.3,226.8,22.3,16.2
992,3,-1,-1,305.7,225.5,19.5,14.8
993,3,-1,-1,302.1,224.1,19.1,14.5
994,3,-1,-1,298.6,223.0,18.5,12.5
995,3,-1,-1,296.1,221.2,17.4,12.2
996,3,-1,-1,293.6,219.4,16.2,12.0
