frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
15483,61,-1,-1,295.5,216.5,14.9,12.3
15484,61,-1,-1,301.4,215.6,13.1,14.6
15485,61,-1,-1,300.9,216.7,14.4,14.1
15486,61,-1,-1,303.5,216.7,17.2,15.8
15487,61,-1,-1,302.9,221.5,10.8,10.2
15488,61,-1,-1,306.2,220.8,13.4,14.1
15489,61,-1,-1,307.8,219.5,17.0,15.8
15490,61,-1,-1,310.1,222.8,14.6,12.9
15491,61,-1,-1,313.2,222.0,17.5,15.5
15492,61,-1,-1,315.6,224.4,14.8,13.9
15493,61,-1,-1,317.5,226.6,17.8,12.5
15494,61,-1,-1,320.4,225.0,29.5,22.9
15495,61,-1,-1,337.2,226.0,20.0,23.6
15496,61,-1,-1,330.7,225.3,41.5,29.6
15497,61,-1,-1,337.7,228.1,38.8,30.9
15498,61,-1,-1,344.7,230.9,36.0,32.3
15499,61,-1,-1,351.7,233.7,33.3,33.6
15500,61,-1,-1,357.9,235.7,41.2,35.1
15501,61,-1,-1,359.0,239.3,47.8,37.0
15502,61,-1,-1,372.9,241.7,47.0,41.7
15503,61,-1,-1,379.1,247.3,41.2,31.1
15504,61,-1,-1,392.7,252.8,50.7,41.2
15505,61,-1,-1,406.3,258.3,60.1,51.3
15506,61,-1,-1,415.3,263.0,66.8,45.6
15507,61,-1,-1,425.2,266.6,84.4,62.2
15508,61,-1,-1,435.1,270.2,102.0,78.9
