frame_number,track_id,class_id,score,x_topleft,y_topleft,width,height
320,1,-1,-1,289.2,211.6,11.6,10.4
321,1,-1,-1,289.7,211.8,12.1,10.8
322,1,-1,-1,290.7,211.6,12.2,11.4
323,1,-1,-1,291.1,211.2,13.6,11.4
324,1,-1,-1,292.5,212.6,13.0,11.3
325,1,-1,-1,293.6,213.0,14.0,11.8
326,1,-1,-1,295.6,213.5,13.2,11.9
327,1,-1,-1,296.2,213.5,13.0,12.1
328,1,-1,-1,297.7,213.2,12.9,13.3
329,1,-1,-1,299.2,213.3,12.8,13.4
330,1,-1,-1,300.0,213.9,13.3,13.1
331,1,-1,-1,300.1,214.2,14.9,13.6
332,1,-1,-1,300.5,214.2,16.1,13.7
333,1,-1,-1,302.4,214.5,15.7,14.1
334,1,-1,-1,304.0,215.1,15.4,14.3
335,1,-1,-1,304.7,215.5,15.9,14.8
336,1,-1,-1,305.8,216.3,16.1,14.9
337,1,-1,-1,306.8,216.4,16.9,15.4
338,1,-1,-1,308.2,216.1,16.7,16.2
339,1,-1,-1,309.3,216.8,16.8,15.6
340,1,-1,-1,310.2,217.3,17.6,16.7
341,1,-1,-1,310.1,217.9,19.4,16.8
342,1,-1,-1,310.7,217.6,20.1,17.8
343,1,-1,-1,312.4,219.4,20.5,16.7
344,1,-1,-1,314.0,220.0,19.8,16.7
345,1,-1,-1,316.7,221.4,18.7,16.2
346,1,-1,-1,316.7,221.7,19.5,16.3
347,1,-1,-1,318.1,221.6,20.6,17.8
348,1,-1,-1,319.1,221.9,20.8,17.9
349,1,-1,-1,318.5,221.7,22.6,18.4
350,1,-1,-1,320.0,222.0,23.5,18.9
351,1,-1,-1,321.2,222.5,24.0,19.5
352,1,-1,-1,322.4,223.5,24.2,19.3
353,1,-1,-1,323.8,224.1,24.6,19.3
354,1,-1,-1,324.6,223.6,25.0,20.2
355,1,-1,-1,326.1,224.4,25.3,20.7
356,1,-1,-1,326.0,224.6,26.5,21.3
357,1,-1,-1,327.2,225.7,28.1,20.8
358,1,-1,-1,327.3,225.4,29.6,22.6
359,1,-1,-1,331.4,225.9,28.8,22.6
360,1,-1,-1,332.8,227.3,29.4,21.1
361,1,-1,-1,335.0,226.9,30.8,23.0
362,1,-1,-1,336.3,227.5,32.2,24.1
363,1,-1,-1,337.7,228.2,34.3,24.3
364,1,-1,-1,342.4,229.3,34.1,24.1
365,1,-1,-1,347.1,230.5,33.9,24.0
366,1,-1,-1,351.8,231.6,33.6,23.8
367,1,-1,-1,356.4,232.7,33.4,23.7
368,1,-1,-1,361.1,233.8,33.2,23.5
369,1,-1,-1,365.8,235.0,33.0,23.4
370,1,-1,-1,370.5,236.1,32.8,23.2
371,1,-1,-1,375.2,237.2,32.6,23.1
372,1,-1,-1,379.9,238.3,32.3,22.9
373,1,-1,-1,384.6,239.5,32.1,22.8
374,1,-1,-1,389.2,240.6,31.9,22.6
375,1,-1,-1,393.9,241.7,31.7,22.5
376,1,-1,-1,398.6,242.8,31.5,22.3
377,1,-1,-1,403.3,244.0,31.2,22.2
378,1,-1,-1,408.0,245.1,31.0,22.0
379,1,-1,-1,412.7,246.2,30.8,21.9
380,1,-1,-1,417.4,247.3,30.6,21.7
381,1,-1,-1,422.0,248.5,30.4,21.6
382,1,-1,-1,426.7,249.6,30.1,21.4
383,1,-1,-1,431.4,250.7,29.9,21.3
384,1,-1,-1,436.1,251.8,29.7,21.1
385,1,-1,-1,440.8,253.0,29.5,21.0
386,1,-1,-1,445.5,254.1,29.3,20.8
387,1,-1,-1,450.2,255.2,29.1,20.7
388,1,-1,-1,454.9,256.3,28.8,20.5
389,1,-1,-1,459.5,257.5,28.6,20.4
390,1,-1,-1,464.2,258.6,28.4,20.2
391,1,-1,-1,468.9,259.7,28.2,20.1
392,1,-1,-1,473.6,260.8,28.0,19.9
393,1,-1,-1,478.3,262.0,27.7,19.8
394,1,-1,-1,483.0,263.1,27.5,19.6
395,1,-1,-1,487.7,264.2,27.3,19.5
396,1,-1,-1,492.3,265.3,27.1,19.3
397,1,-1,-1,497.0,266.5,26.9,19.2
398,1,-1,-1,501.7,267.6,26.6,19.0
399,1,-1,-1,506.4,268.7,26.4,18.9
400,1,-1,-1,511.1,269.8,26.2,18.7
401,1,-1,-1,515.8,271.0,26.0,18.6
402,1,-1,-1,520.5,272.1,25.8,18.4
403,1,-1,-1,525.1,273.2,25.6,18.3
404,1,-1,-1,529.8,274.3,25.3,18.1
405,1,-1,-1,534.5,275.5,25.1,18.0
406,1,-1,-1,539.2,276.6,24.9,17.8
407,1,-1,-1,540.0,276.2,26.0,18.3
408,1,-1,-1,540.8,275.9,27.2,18.8
409,1,-1,-1,541.6,275.6,28.4,19.3
410,1,-1,-1,542.4,275.2,29.5,19.8
411,1,-1,-1,545.3,275.9,27.2,19.0
412,1,-1,-1,548.3,276.7,24.8,18.3
413,1,-1,-1,551.2,277.4,22.5,17.5
414,1,-1,-1,552.2,277.7,25.5,17.5
415,1,-1,-1,554.2,278.5,16.9,16.4
416,1,-1,-1,556.2,278.1,23.7,17.8
417,1,-1,-1,558.3,278.2,21.2,17.0
418,1,-1,-1,560.0,277.9,22.3,17.1
419,1,-1,-1,561.2,276.5,23.5,18.0
420,1,-1,-1,565.2,278.5,21.0,16.7
421,1,-1,-1,565.7,278.0,20.8,16.6
422,1,-1,-1,566.5,279.8,18.9,14.5
423,1,-1,-1,568.8,280.2,14.9,14.1
424,1,-1,-1,570.3,278.1,20.3,16.2
425,1,-1,-1,572.0,279.6,19.8,15.0
426,1,-1,-1,573.3,278.6,19.6,16.0
427,1,-1,-1,574.5,278.9,21.5,15.9
428,1,-1,-1,576.7,278.1,19.1,16.5
429,1,-1,-1,578.4,278.3,17.5,16.1
430,1,-1,-1,579.8,279.1,17.8,15.4
431,1,-1,-1,581.4,279.9,18.0,14.6
432,1,-1,-1,582.1,279.7,18.3,14.3
433,1,-1,-1,583.4,280.0,18.6,14.0
434,1,-1,-1,584.6,279.5,18.6,14.4
435,1,-1,-1,586.2,277.8,18.6,16.1
436,1,-1,-1,587.8,280.2,16.9,13.8
437,1,-1,-1,589.0,280.3,16.7,13.7
438,1,-1,-1,590.3,280.5,16.5,13.6
439,1,-1,-1,591.6,280.6,16.4,13.5
440,1,-1,-1,592.8,280.8,16.2,13.4
441,1,-1,-1,594.0,281.0,16.0,13.3
442,1,-1,-1,595.3,281.1,15.8,13.2
443,1,-1,-1,596.6,281.2,15.6,13.1
444,1,-1,-1,597.8,281.4,15.5,13.0
445,1,-1,-1,599.0,281.6,15.3,12.9
446,1,-1,-1,600.3,281.7,15.1,12.8
447,1,-1,-1,601.8,282.7,15.0,12.1
448,1,-1,-1,602.2,282.3,14.9,12.2
449,1,-1,-1,603.5,282.3,14.8,12.2
450,1,-1,-1,605.3,282.5,14.3,11.6
451,1,-1,-1,606.7,282.9,14.1,11.9
452,1,-1,-1,607.7,283.0,14.0,11.8
453,1,-1,-1,608.6,283.2,13.8,11.7
454,1,-1,-1,609.6,283.3,13.6,11.6
455,1,-1,-1,610.6,283.4,13.5,11.4
456,1,-1,-1,611.5,283.6,13.4,11.3
457,1,-1,-1,612.5,283.7,13.2,11.2
458,1,-1,-1,613.7,284.0,12.3,10.5
459,1,-1,-1,614.5,284.4,11.7,9.9
460,1,-1,-1,615.8,283.0,12.5,11.3
461,1,-1,-1,616.5,283.2,12.7,11.3
462,1,-1,-1,618.5,283.7,10.9,10.6
463,1,-1,-1,619.1,283.1,11.3,11.2
464,1,-1,-1,619.9,283.3,11.1,10.5
465,1,-1,-1,620.1,283.9,11.8,10.4
466,1,-1,-1,621.5,284.7,10.7,9.9
467,1,-1,-1,621.9,284.4,12.3,9.9
